"sim","nvar","aic","logL","type","npar","nshifts","shiftnodes.1","shiftnodes.2","shiftnodes.3","shiftnodes.4","shiftnodes.5","shiftnodes.6","shiftnodes.7","shiftnodes.8","shiftnodes.9","shiftnodes.10","span.1","span.2","span.3","span.4","span.5","span.6","span.7","span.8","span.9","span.10","span.11","span.12","span.13","span.14","span.15","span.16","span.17","span.18","span.19","span.20"
"184",17,10,906.611584619481,7088.49577674875,"censored",195,2,472,423,NA,NA,NA,NA,NA,NA,NA,NA,"Procellosaurinus_tetradactylus","Bachia_bicolor","Bronchocela_jubata","Hydrosaurus_pustulatus","","","","","","","","","","","","","","","",""
"185",17,10,445.146872017129,7384.22813304993,"censored",260,3,273,472,423,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Procellosaurinus_tetradactylus","Bachia_bicolor","Bronchocela_jubata","Hydrosaurus_pustulatus","","","","","","","","","","","","","",""
"186",17,10,189.948981717305,7576.82707819984,"censored",325,4,273,488,472,423,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Eulamprus_quoyii","Procellosaurinus_tetradactylus","Bachia_bicolor","Bronchocela_jubata","Hydrosaurus_pustulatus","","","","","","","","","","","",""
"187",17,10,0,7736.80156905849,"censored",390,5,273,488,472,423,326,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Eulamprus_quoyii","Procellosaurinus_tetradactylus","Bachia_bicolor","Bronchocela_jubata","Hydrosaurus_pustulatus","Psammophis_sibilans","Boaedon_fuliginosus","","","","","","","","","",""
"188",18,10,1559.42591059656,6282.93059323132,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"189",18,10,1373.56255349984,6376.86227177967,"shift",66,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"190",18,10,1305.94741280399,6411.6698421276,"shift",67,2,273,350,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","","","","","","","","","","","","","","","",""
"191",18,10,1254.44597231947,6438.42056236986,"shift",68,3,273,350,432,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Trioceros_hoehnelii","Chamaeleo_calyptratus","","","","","","","","","","","","","",""
"192",18,10,1213.74022683112,6459.77343511403,"shift",69,4,273,350,432,530,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Trioceros_hoehnelii","Chamaeleo_calyptratus","Delma_borea","Saltuarius_cornutus","","","","","","","","","","","",""
"193",18,10,1182.77709380685,6476.25500162617,"shift",70,5,273,350,432,530,416,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Trioceros_hoehnelii","Chamaeleo_calyptratus","Delma_borea","Saltuarius_cornutus","Sceloporus_variabilis","Phrynosoma_platyrhinos","","","","","","","","","",""
"194",18,10,1083.02778957985,6586.12965373967,"censored",130,1,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphisbaena_alba","Diplometopon_zarudnyi","","","","","","","","","","","","","","","","","",""
"195",18,10,741.55251149592,6821.86729278163,"censored",195,2,273,459,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Amphisbaena_alba","Diplometopon_zarudnyi","","","","","","","","","","","","","","","",""
"196",18,10,484.694917702678,7015.29608967826,"censored",260,3,273,488,459,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Eulamprus_quoyii","Amphisbaena_alba","Diplometopon_zarudnyi","","","","","","","","","","","","","",""
"197",18,10,228.785075925709,7208.25101056674,"censored",325,4,450,273,488,459,NA,NA,NA,NA,NA,NA,"Ichnotropis_capensis","Amphisbaena_alba","Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Eulamprus_quoyii","Amphisbaena_alba","Diplometopon_zarudnyi","","","","","","","","","","","",""
"198",18,10,0,7387.64354852959,"censored",390,5,450,273,488,459,326,NA,NA,NA,NA,NA,"Ichnotropis_capensis","Amphisbaena_alba","Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Eulamprus_quoyii","Amphisbaena_alba","Diplometopon_zarudnyi","Psammophis_sibilans","Boaedon_fuliginosus","","","","","","","","","",""
"199",19,10,2887.61708504215,6524.70638437923,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"200",19,10,2497.98282035905,6720.52351672078,"shift",66,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"201",19,10,2347.45595189469,6796.78695095296,"shift",67,2,273,335,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Bothrops_asper","Vipera_latastei","","","","","","","","","","","","","","","",""
"202",19,10,2290.22088342613,6826.40448518724,"shift",68,3,273,335,484,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Bothrops_asper","Vipera_latastei","Phoboscincus_bocourti","Chamaesaura_anguina","","","","","","","","","","","","","",""
"203",19,10,2241.24362181705,6851.89311599178,"shift",69,4,273,335,484,314,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Bothrops_asper","Vipera_latastei","Phoboscincus_bocourti","Chamaesaura_anguina","Hydrophis_gracilis","Micrurus_fulvius","","","","","","","","","","","",""
"204",19,10,2197.59847330363,6874.71569024849,"shift",70,5,273,335,484,314,432,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Bothrops_asper","Vipera_latastei","Phoboscincus_bocourti","Chamaesaura_anguina","Hydrophis_gracilis","Micrurus_fulvius","Trioceros_hoehnelii","Chamaeleo_calyptratus","","","","","","","","","",""
"205",19,10,2168.41017039232,6949.30984170414,"censored",130,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"206",19,10,1474.36200009592,7361.33392685234,"censored",195,2,273,473,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Procellosaurinus_tetradactylus","Colobosaura_modesta","","","","","","","","","","","","","","","",""
"207",19,10,851.375023060273,7737.82741537016,"censored",260,3,273,473,306,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Procellosaurinus_tetradactylus","Colobosaura_modesta","Arrhyton_taeniatum","Farancia_abacura","","","","","","","","","","","","","",""
"208",19,10,286.726357138947,8085.15174833083,"censored",325,4,273,459,473,306,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Amphisbaena_alba","Diplometopon_zarudnyi","Procellosaurinus_tetradactylus","Colobosaura_modesta","Arrhyton_taeniatum","Farancia_abacura","","","","","","","","","","","",""
"209",19,10,0,8293.5149269003,"censored",390,5,273,459,353,473,306,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Amphisbaena_alba","Diplometopon_zarudnyi","Chilabothrus_striatus","Lichanura_trivirgata","Procellosaurinus_tetradactylus","Colobosaura_modesta","Arrhyton_taeniatum","Farancia_abacura","","","","","","","","","",""
"210",20,10,1384.36688762589,6108.01034494056,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"211",20,10,964.538351867537,6318.92461281974,"shift",66,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"212",20,10,802.636957212873,6400.87531014707,"shift",67,2,273,432,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","","","","","","","","","","","","","","","",""
"213",20,10,699.29797990206,6453.54479880248,"shift",68,3,273,432,350,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Chilabothrus_striatus","Liasis_mackloti","","","","","","","","","","","","","",""
"214",20,10,639.893424324031,6484.24707659149,"shift",69,4,273,432,350,457,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Chilabothrus_striatus","Liasis_mackloti","Amphisbaena_alba","Rhineura_floridana","","","","","","","","","","","",""
"215",20,10,602.604875606055,6503.89135095048,"shift",70,5,273,432,350,457,530,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Chilabothrus_striatus","Liasis_mackloti","Amphisbaena_alba","Rhineura_floridana","Delma_borea","Saltuarius_cornutus","","","","","","","","","",""
"216",20,10,824.544923889252,6452.92132680888,"censored",130,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"217",20,10,566.039311315055,6647.17413309598,"censored",195,2,273,353,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","","","","","","","",""
"218",20,10,281.721270590193,6854.33315345841,"censored",260,3,273,350,353,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","","","","","",""
"219",20,10,59.0406561796608,7030.67346066368,"censored",325,4,273,350,353,326,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Lichanura_trivirgata","Psammophis_sibilans","Boaedon_fuliginosus","","","","","","","","","","","",""
"220",20,10,0,7125.19378875351,"censored",390,5,273,422,350,353,326,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Bronchocela_jubata","Leiolepis_belliana","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Lichanura_trivirgata","Psammophis_sibilans","Boaedon_fuliginosus","","","","","","","","","",""
"221",21,10,2015.94303227301,6210.86047661201,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"222",21,10,1728.02662074332,6355.81868237685,"shift",66,1,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","","","","","","","","","","","","","","","","","",""
"223",21,10,1625.7800876254,6407.94194893582,"shift",67,2,272,393,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","Liolaemus_bellii","Sceloporus_variabilis","","","","","","","","","","","","","","","",""
"224",21,10,1540.8560430596,6451.40397121871,"shift",68,3,272,393,413,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","Liolaemus_bellii","Sceloporus_variabilis","Crotaphytus_collaris","Basiliscus_basiliscus","","","","","","","","","","","","","",""
"225",21,10,1488.39109068443,6478.6364474063,"shift",69,4,272,393,413,421,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","Liolaemus_bellii","Sceloporus_variabilis","Crotaphytus_collaris","Basiliscus_basiliscus","Bronchocela_jubata","Saara_hardwickii","","","","","","","","","","","",""
"226",21,10,1445.61613171902,6501.023926889,"shift",70,5,272,393,413,421,350,NA,NA,NA,NA,NA,"Sonora_semiannulata","Liolaemus_bellii","Liolaemus_bellii","Sceloporus_variabilis","Crotaphytus_collaris","Basiliscus_basiliscus","Bronchocela_jubata","Saara_hardwickii","Chilabothrus_striatus","Liasis_mackloti","","","","","","","","","",""
"227",21,10,1416.64855623297,6575.50771463203,"censored",130,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"228",21,10,854.113734238097,6921.77512562947,"censored",195,2,273,472,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Procellosaurinus_tetradactylus","Bachia_bicolor","","","","","","","","","","","","","","","",""
"229",21,10,546.300714560235,7140.6816354684,"censored",260,3,273,488,472,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Eulamprus_quoyii","Procellosaurinus_tetradactylus","Bachia_bicolor","","","","","","","","","","","","","",""
"230",21,10,272.64510980502,7342.509437846,"censored",325,4,273,488,472,353,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Eulamprus_quoyii","Procellosaurinus_tetradactylus","Bachia_bicolor","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","","","",""
"231",21,10,0,7543.83199274851,"censored",390,5,273,488,472,350,353,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Eulamprus_quoyii","Procellosaurinus_tetradactylus","Bachia_bicolor","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","",""
"232",22,10,2107.1182333938,6530.74362024972,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"233",22,10,1862.51774811679,6654.04386288822,"shift",66,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"234",22,10,1711.49582512871,6730.55482438226,"shift",67,2,273,432,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","","","","","","","","","","","","","","","",""
"235",22,10,1654.23168532886,6760.18689428219,"shift",68,3,273,432,413,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Crotaphytus_collaris","Basiliscus_basiliscus","","","","","","","","","","","","","",""
"236",22,10,1605.92440376305,6785.3405350651,"shift",69,4,273,432,413,530,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Crotaphytus_collaris","Basiliscus_basiliscus","Delma_borea","Saltuarius_cornutus","","","","","","","","","","","",""
"237",22,10,1574.46287011717,6802.07130188804,"shift",70,5,273,432,413,530,350,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Crotaphytus_collaris","Basiliscus_basiliscus","Delma_borea","Saltuarius_cornutus","Chilabothrus_striatus","Liasis_mackloti","","","","","","","","","",""
"238",22,10,1578.50433534091,6860.05056927617,"censored",130,1,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenosaura_pectinata","Crotaphytus_collaris","","","","","","","","","","","","","","","","","",""
"239",22,10,1077.1165723434,7175.74445077492,"censored",195,2,408,423,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenosaura_pectinata","Crotaphytus_collaris","Bronchocela_jubata","Hydrosaurus_pustulatus","","","","","","","","","","","","","","","",""
"240",22,10,591.461525615596,7483.57197413882,"censored",260,3,408,472,423,NA,NA,NA,NA,NA,NA,NA,"Ctenosaura_pectinata","Crotaphytus_collaris","Procellosaurinus_tetradactylus","Bachia_bicolor","Bronchocela_jubata","Hydrosaurus_pustulatus","","","","","","","","","","","","","",""
"241",22,10,279.654266492191,7704.47560370052,"censored",325,4,273,408,472,423,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Ctenosaura_pectinata","Crotaphytus_collaris","Procellosaurinus_tetradactylus","Bachia_bicolor","Bronchocela_jubata","Hydrosaurus_pustulatus","","","","","","","","","","","",""
"242",22,10,0,7909.30273694662,"censored",390,5,273,408,472,353,423,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Ctenosaura_pectinata","Crotaphytus_collaris","Procellosaurinus_tetradactylus","Bachia_bicolor","Chilabothrus_striatus","Lichanura_trivirgata","Bronchocela_jubata","Hydrosaurus_pustulatus","","","","","","","","","",""
"243",23,10,2072.63244520314,6283.61385781214,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"244",23,10,1729.14926250098,6456.35544916322,"shift",66,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"245",23,10,1682.18727145728,6480.83644468507,"shift",67,2,273,350,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","","","","","","","","","","","","","","","",""
"246",23,10,1638.21615656101,6503.82200213321,"shift",68,3,273,350,432,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Trioceros_hoehnelii","Chamaeleo_calyptratus","","","","","","","","","","","","","",""
"247",23,10,1592.17688556484,6527.84163763129,"shift",69,4,273,350,432,413,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Trioceros_hoehnelii","Chamaeleo_calyptratus","Crotaphytus_collaris","Basiliscus_basiliscus","","","","","","","","","","","",""
"248",23,10,1552.29817420949,6548.78099330897,"shift",70,5,273,350,432,413,530,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Liasis_mackloti","Trioceros_hoehnelii","Chamaeleo_calyptratus","Crotaphytus_collaris","Basiliscus_basiliscus","Delma_borea","Saltuarius_cornutus","","","","","","","","","",""
"249",23,10,1479.25991509504,6645.30012286619,"censored",130,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"250",23,10,983.223388754774,6958.31838603632,"censored",195,2,273,396,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Liolaemus_bellii","Urostrophus_vautieri","","","","","","","","","","","","","","","",""
"251",23,10,493.361390971717,7268.24938492785,"censored",260,3,273,396,472,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Liolaemus_bellii","Urostrophus_vautieri","Procellosaurinus_tetradactylus","Bachia_bicolor","","","","","","","","","","","","","",""
"252",23,10,230.138351607862,7464.86090460978,"censored",325,4,273,488,396,472,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Eulamprus_quoyii","Liolaemus_bellii","Urostrophus_vautieri","Procellosaurinus_tetradactylus","Bachia_bicolor","","","","","","","","","","","",""
"253",23,10,0,7644.93008041371,"censored",390,5,273,488,396,472,353,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Phoboscincus_bocourti","Eulamprus_quoyii","Liolaemus_bellii","Urostrophus_vautieri","Procellosaurinus_tetradactylus","Bachia_bicolor","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","",""
"254",24,10,1015.99145195805,6315.69217693157,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"255",24,10,705.605046945117,6471.88537943803,"shift",66,1,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Chilabothrus_striatus","","","","","","","","","","","","","","","","","",""
"256",24,10,639.256945028199,6506.05943039649,"shift",67,2,276,350,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Chilabothrus_striatus","Chilabothrus_striatus","Liasis_mackloti","","","","","","","","","","","","","","","",""
"257",24,10,585.117970469903,6534.12891767564,"shift",68,3,276,350,356,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Chilabothrus_striatus","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Boa_constrictor","","","","","","","","","","","","","",""
"258",24,10,542.741442492072,6556.31718166456,"shift",69,4,276,350,356,272,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Chilabothrus_striatus","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Boa_constrictor","Sonora_semiannulata","Liolaemus_bellii","","","","","","","","","","","",""
"259",24,10,489.489574118366,6583.94311585141,"shift",70,5,276,350,356,272,530,NA,NA,NA,NA,NA,"Sonora_semiannulata","Chilabothrus_striatus","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Boa_constrictor","Sonora_semiannulata","Liolaemus_bellii","Delma_borea","Saltuarius_cornutus","","","","","","","","","",""
"260",24,10,614.266158602091,6581.55482360955,"censored",130,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"261",24,10,342.213941423539,6782.58093219882,"censored",195,2,273,353,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","","","","","","","",""
"262",24,10,111.06873737671,6963.15353422224,"censored",260,3,273,353,326,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Lichanura_trivirgata","Psammophis_sibilans","Boaedon_fuliginosus","","","","","","","","","","","","","",""
"263",24,10,39.0398142589074,7064.16799578114,"censored",325,4,392,273,353,326,NA,NA,NA,NA,NA,NA,"Liolaemus_bellii","Bronchocela_jubata","Sonora_semiannulata","Acutotyphlops_kunuaensis","Chilabothrus_striatus","Lichanura_trivirgata","Psammophis_sibilans","Boaedon_fuliginosus","","","","","","","","","","","",""
"264",24,10,0,7148.68790291059,"censored",390,5,392,273,422,353,326,NA,NA,NA,NA,NA,"Liolaemus_bellii","Bronchocela_jubata","Sonora_semiannulata","Acutotyphlops_kunuaensis","Bronchocela_jubata","Leiolepis_belliana","Chilabothrus_striatus","Lichanura_trivirgata","Psammophis_sibilans","Boaedon_fuliginosus","","","","","","","","","",""
"265",25,10,1581.95648408694,6306.49848377469,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"266",25,10,1294.75861873228,6451.09741645202,"shift",66,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"267",25,10,1194.28964155051,6502.3319050429,"shift",67,2,273,432,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","","","","","","","","","","","","","","","",""
"268",25,10,1118.02908438,6541.46218362815,"shift",68,3,273,432,350,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Chilabothrus_striatus","Liasis_mackloti","","","","","","","","","","","","","",""
"269",25,10,1072.24422638693,6565.35461262469,"shift",69,4,273,432,350,413,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Chilabothrus_striatus","Liasis_mackloti","Crotaphytus_collaris","Basiliscus_basiliscus","","","","","","","","","","","",""
"270",25,10,1041.10084442251,6581.9263036069,"shift",70,5,273,432,350,413,530,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Chilabothrus_striatus","Liasis_mackloti","Crotaphytus_collaris","Basiliscus_basiliscus","Delma_borea","Saltuarius_cornutus","","","","","","","","","",""
"271",25,10,1084.03933519495,6620.45705822068,"censored",130,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"272",25,10,606.26149846205,6924.34597658713,"censored",195,2,273,472,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Procellosaurinus_tetradactylus","Bachia_bicolor","","","","","","","","","","","","","","","",""
"273",25,10,316.235862460111,7134.3587945881,"censored",260,3,273,472,353,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Procellosaurinus_tetradactylus","Bachia_bicolor","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","","","","","",""
"274",25,10,62.0747164387303,7326.43936759879,"censored",325,4,273,472,350,353,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Procellosaurinus_tetradactylus","Bachia_bicolor","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","","","",""
"275",25,10,0,7422.47672581816,"censored",390,5,392,273,472,350,353,NA,NA,NA,NA,NA,"Liolaemus_bellii","Bronchocela_jubata","Sonora_semiannulata","Acutotyphlops_kunuaensis","Procellosaurinus_tetradactylus","Bachia_bicolor","Chilabothrus_striatus","Liasis_mackloti","Chilabothrus_striatus","Lichanura_trivirgata","","","","","","","","","",""
"276",26,10,1635.72025248392,6439.9547623522,"base",65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","",""
"277",26,10,1467.99578291206,6524.81699713813,"shift",66,1,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","","","","","","","","","","","","","","","","","",""
"278",26,10,1291.32322348437,6614.15327685197,"shift",67,2,273,432,NA,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","","","","","","","","","","","","","","","",""
"279",26,10,1238.50938053016,6641.56019832908,"shift",68,3,273,432,350,NA,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Chilabothrus_striatus","Liasis_mackloti","","","","","","","","","","","","","",""
"280",26,10,1210.64730887877,6656.49123415477,"shift",69,4,273,432,350,473,NA,NA,NA,NA,NA,NA,"Sonora_semiannulata","Acutotyphlops_kunuaensis","Trioceros_hoehnelii","Chamaeleo_calyptratus","Chilabothrus_striatus","Liasis_mackloti","Procellosaurinus_tetradactylus","Colobosaura_modesta","","","","","","","","","","","",""
