"repDB","treename","geog","eco","family","genus","dataType","inTopoConstraint","oneToOne"
"Anolis_zapotecorum","Anolis_zapotecorum","Anolis_zapotecorum","Anolis_zapotecorum","Dactyloidae","Anolis","genbank",FALSE,TRUE
"Anolis_zeus","Anolis_zeus","Anolis_zeus","Anolis_zeus","Dactyloidae","Anolis","genbank",FALSE,TRUE
"Anelytropsis_papillosus","Anelytropsis_papillosus","Anelytropsis_papillosus","Anelytropsis_papillosus","Dibamidae","Anelytropsis","genbank",FALSE,TRUE
"Dibamus_alfredi",NA,"Dibamus_alfredi","Dibamus_alfredi","Dibamidae","Dibamus","imputed",FALSE,TRUE
"Dibamus_bogadeki","Dibamus_bogadeki","Dibamus_bogadeki","Dibamus_bogadeki","Dibamidae","Dibamus","genbank",FALSE,TRUE
"Dibamus_booliati",NA,"Dibamus_booliati","Dibamus_booliati","Dibamidae","Dibamus","imputed",FALSE,TRUE
"Dibamus_bourreti","Dibamus_bourreti","Dibamus_bourreti","Dibamus_bourreti","Dibamidae","Dibamus","genbank",FALSE,TRUE
"Dibamus_celebensis","Dibamus_celebensis","Dibamus_celebensis","Dibamus_celebensis","Dibamidae","Dibamus","genbank",FALSE,TRUE
"Dibamus_dalaiensis",NA,"Dibamus_dalaiensis","Dibamus_dalaiensis","Dibamidae","Dibamus","imputed",FALSE,TRUE
"Dibamus_deharvengi",NA,"Dibamus_deharvengi","Dibamus_deharvengi","Dibamidae","Dibamus","imputed",FALSE,TRUE
"Dibamus_dezwaani",NA,"Dibamus_dezwaani","Dibamus_dezwaani","Dibamidae","Dibamus","imputed",FALSE,TRUE
"Dibamus_floweri",NA,NA,"Dibamus_floweri","Dibamidae","Dibamus","imputed",FALSE,TRUE
"Dibamus_greeri","Dibamus_greeri","Dibamus_greeri","Dibamus_greeri","Dibamidae","Dibamus","genbank",FALSE,TRUE
"Dibamus_ingeri",NA,"Dibamus_ingeri","Dibamus_ingeri","Dibamidae","Dibamus","imputed",FALSE,TRUE
"Dibamus_kondaoensis",NA,"Dibamus_kondaoensis","Dibamus_kondaoensis","Dibamidae","Dibamus","imputed",FALSE,TRUE
"Dibamus_leucurus",NA,"Dibamus_leucurus","Dibamus_leucurus","Dibamidae","Dibamus","imputed",FALSE,TRUE
"Dibamus_manadotuaensis",NA,NA,NA,"Dibamidae","Dibamus","imputed",FALSE,TRUE
"Dibamus_montanus","Dibamus_montanus","Dibamus_montanus","Dibamus_montanus","Dibamidae","Dibamus","genbank",FALSE,TRUE
"Dibamus_nicobaricum",NA,"Dibamus_nicobaricum","Dibamus_nicobaricum","Dibamidae","Dibamus","imputed",FALSE,TRUE
"Dibamus_novaeguineae","Dibamus_novaeguineae","Dibamus_novaeguineae","Dibamus_novaeguineae","Dibamidae","Dibamus","genbank",FALSE,TRUE
"Dibamus_seramensis","Dibamus_seramensis","Dibamus_seramensis","Dibamus_seramensis","Dibamidae","Dibamus","genbank",FALSE,TRUE
"Dibamus_smithi",NA,"Dibamus_smithi","Dibamus_smithi","Dibamidae","Dibamus","imputed",FALSE,TRUE
"Dibamus_somsaki",NA,"Dibamus_somsaki","Dibamus_somsaki","Dibamidae","Dibamus","imputed",FALSE,TRUE
"Dibamus_taylori",NA,"Dibamus_taylori","Dibamus_taylori","Dibamidae","Dibamus","imputed",FALSE,TRUE
"Dibamus_tebal",NA,"Dibamus_tebal","Dibamus_tebal","Dibamidae","Dibamus","imputed",FALSE,TRUE
"Dibamus_tiomanensis","Dibamus_tiomanensis","Dibamus_tiomanensis","Dibamus_tiomanensis","Dibamidae","Dibamus","genbank",FALSE,TRUE
"Dibamus_vorisi",NA,"Dibamus_vorisi","Dibamus_vorisi","Dibamidae","Dibamus","imputed",FALSE,TRUE
"Amalosia_jacovae",NA,"Amalosia_jacovae","Amalosia_jacovae","Diplodactylidae","Amalosia","imputed",FALSE,TRUE
"Amalosia_lesueurii","Amalosia_lesueurii","Amalosia_lesueurii","Amalosia_lesueurii","Diplodactylidae","Amalosia","genomic",TRUE,TRUE
"Amalosia_obscura","Amalosia_obscura","Amalosia_obscura","Amalosia_obscura","Diplodactylidae","Amalosia","genbank",FALSE,TRUE
"Amalosia_rhombifer","Amalosia_rhombifer","Amalosia_rhombifer","Amalosia_rhombifer","Diplodactylidae","Amalosia","genomic",TRUE,TRUE
"Bavayia_crassicollis","Bavayia_crassicollis","Bavayia_crassicollis","Bavayia_crassicollis","Diplodactylidae","Bavayia","genbank",FALSE,TRUE
"Bavayia_cyclura","Bavayia_cyclura","Bavayia_cyclura","Bavayia_cyclura","Diplodactylidae","Bavayia","genbank",FALSE,TRUE
"Bavayia_exsuccida","Bavayia_exsuccida","Bavayia_exsuccida","Bavayia_exsuccida","Diplodactylidae","Bavayia","genbank",FALSE,TRUE
"Bavayia_geitaina","Bavayia_geitaina","Bavayia_geitaina","Bavayia_geitaina","Diplodactylidae","Bavayia","genbank",FALSE,TRUE
"Bavayia_goroensis","Bavayia_goroensis","Bavayia_goroensis","Bavayia_goroensis","Diplodactylidae","Bavayia","genbank",FALSE,TRUE
"Bavayia_montana","Bavayia_montana","Bavayia_montana","Bavayia_montana","Diplodactylidae","Bavayia","genbank",FALSE,TRUE
"Bavayia_nubila","Bavayia_nubila","Bavayia_nubila","Bavayia_nubila","Diplodactylidae","Bavayia","genbank",FALSE,TRUE
"Bavayia_ornata","Bavayia_ornata","Bavayia_ornata","Bavayia_ornata","Diplodactylidae","Bavayia","genbank",FALSE,TRUE
"Bavayia_pulchella","Bavayia_pulchella","Bavayia_pulchella","Bavayia_pulchella","Diplodactylidae","Bavayia","genbank",FALSE,TRUE
"Bavayia_robusta","Bavayia_robusta","Bavayia_robusta","Bavayia_robusta","Diplodactylidae","Bavayia","genbank",FALSE,TRUE
"Bavayia_sauvagii","Bavayia_sauvagii","Bavayia_sauvagii","Bavayia_sauvagii","Diplodactylidae","Bavayia","genbank",FALSE,TRUE
"Bavayia_septuiclavis","Bavayia_septuiclavis","Bavayia_septuiclavis","Bavayia_septuiclavis","Diplodactylidae","Bavayia","genbank",FALSE,TRUE
"Correlophus_belepensis",NA,"Correlophus_belepensis","Correlophus_belepensis","Diplodactylidae","Correlophus","imputed",FALSE,TRUE
"Correlophus_ciliatus","Correlophus_ciliatus","Correlophus_ciliatus","Correlophus_ciliatus","Diplodactylidae","Correlophus","genbank",FALSE,TRUE
"Correlophus_sarasinorum","Correlophus_sarasinorum","Correlophus_sarasinorum","Correlophus_sarasinorum","Diplodactylidae","Correlophus","genbank",FALSE,TRUE
"Crenadactylus_horni",NA,NA,"Crenadactylus_horni","Diplodactylidae","Crenadactylus","imputed",FALSE,TRUE
"Crenadactylus_naso","Crenadactylus_naso",NA,"Crenadactylus_naso","Diplodactylidae","Crenadactylus","genomic",TRUE,TRUE
"Crenadactylus_occidentalis",NA,NA,"Crenadactylus_occidentalis","Diplodactylidae","Crenadactylus","imputed",FALSE,TRUE
"Crenadactylus_ocellatus","Crenadactylus_ocellatus","Crenadactylus_ocellatus","Crenadactylus_ocellatus","Diplodactylidae","Crenadactylus","genbank",FALSE,TRUE
"Crenadactylus_pilbarensis",NA,NA,"Crenadactylus_pilbarensis","Diplodactylidae","Crenadactylus","imputed",FALSE,TRUE
"Crenadactylus_rostralis","Crenadactylus_rostralis",NA,"Crenadactylus_rostralis","Diplodactylidae","Crenadactylus","genbank",FALSE,TRUE
"Crenadactylus_tuberculatus",NA,NA,"Crenadactylus_tuberculatus","Diplodactylidae","Crenadactylus","imputed",FALSE,TRUE
"Dactylocnemis_pacificus","Dactylocnemis_pacificus","Dactylocnemis_pacificus","Dactylocnemis_pacificus","Diplodactylidae","Dactylocnemis","genbank",FALSE,TRUE
"Dierogekko_baaba","Dierogekko_baaba",NA,"Dierogekko_baaba","Diplodactylidae","Dierogekko","genbank",FALSE,TRUE
"Dierogekko_inexpectatus","Dierogekko_inexpectatus","Dierogekko_inexpectatus","Dierogekko_inexpectatus","Diplodactylidae","Dierogekko","genbank",FALSE,TRUE
"Dierogekko_insularis","Dierogekko_insularis","Dierogekko_insularis","Dierogekko_insularis","Diplodactylidae","Dierogekko","genbank",FALSE,TRUE
"Dierogekko_kaalaensis","Dierogekko_kaalaensis","Dierogekko_kaalaensis","Dierogekko_kaalaensis","Diplodactylidae","Dierogekko","genbank",FALSE,TRUE
"Dierogekko_koniambo","Dierogekko_koniambo","Dierogekko_koniambo","Dierogekko_koniambo","Diplodactylidae","Dierogekko","genbank",FALSE,TRUE
"Dierogekko_nehoueensis","Dierogekko_nehoueensis","Dierogekko_nehoueensis","Dierogekko_nehoueensis","Diplodactylidae","Dierogekko","genbank",FALSE,TRUE
"Dierogekko_poumensis","Dierogekko_poumensis","Dierogekko_poumensis","Dierogekko_poumensis","Diplodactylidae","Dierogekko","genbank",FALSE,TRUE
"Dierogekko_thomaswhitei","Dierogekko_thomaswhitei","Dierogekko_thomaswhitei","Dierogekko_thomaswhitei","Diplodactylidae","Dierogekko","genbank",FALSE,TRUE
"Dierogekko_validiclavis","Dierogekko_validiclavis","Dierogekko_validiclavis","Dierogekko_validiclavis","Diplodactylidae","Dierogekko","genbank",FALSE,TRUE
"Diplodactylus_ameyi",NA,NA,"Diplodactylus_ameyi","Diplodactylidae","Diplodactylus","imputed",FALSE,TRUE
"Diplodactylus_barraganae",NA,"Diplodactylus_barraganae","Diplodactylus_barraganae","Diplodactylidae","Diplodactylus","imputed",FALSE,TRUE
"Diplodactylus_bilybara","Diplodactylus_bilybara","Diplodactylus_bilybara","Diplodactylus_bilybara","Diplodactylidae","Diplodactylus","genbank",FALSE,TRUE
"Diplodactylus_calcicolus",NA,"Diplodactylus_calcicolus","Diplodactylus_calcicolus","Diplodactylidae","Diplodactylus","imputed",FALSE,TRUE
"Diplodactylus_capensis","Diplodactylus_capensis","Diplodactylus_capensis","Diplodactylus_capensis","Diplodactylidae","Diplodactylus","genbank",FALSE,TRUE
"Diplodactylus_conspicillatus","Diplodactylus_conspicillatus","Diplodactylus_conspicillatus","Diplodactylus_conspicillatus","Diplodactylidae","Diplodactylus","genomic",TRUE,TRUE
"Diplodactylus_custos","Diplodactylus_custos","Diplodactylus_custos","Diplodactylus_custos","Diplodactylidae","Diplodactylus","genbank",FALSE,TRUE
"Diplodactylus_fulleri","Diplodactylus_fulleri","Diplodactylus_fulleri","Diplodactylus_fulleri","Diplodactylidae","Diplodactylus","genbank",FALSE,TRUE
"Diplodactylus_furcosus",NA,"Diplodactylus_furcosus","Diplodactylus_furcosus","Diplodactylidae","Diplodactylus","imputed",FALSE,TRUE
"Diplodactylus_galaxias","Diplodactylus_galaxias","Diplodactylus_galaxias","Diplodactylus_galaxias","Diplodactylidae","Diplodactylus","genbank",FALSE,TRUE
"Diplodactylus_galeatus","Diplodactylus_galeatus","Diplodactylus_galeatus","Diplodactylus_galeatus","Diplodactylidae","Diplodactylus","genbank",FALSE,TRUE
"Diplodactylus_granariensis","Diplodactylus_granariensis","Diplodactylus_granariensis","Diplodactylus_granariensis","Diplodactylidae","Diplodactylus","genomic",TRUE,TRUE
"Diplodactylus_hillii",NA,"Diplodactylus_hillii","Diplodactylus_hillii","Diplodactylidae","Diplodactylus","imputed",FALSE,TRUE
"Diplodactylus_kenneallyi",NA,"Diplodactylus_kenneallyi","Diplodactylus_kenneallyi","Diplodactylidae","Diplodactylus","imputed",FALSE,TRUE
"Diplodactylus_klugei","Diplodactylus_klugei","Diplodactylus_klugei","Diplodactylus_klugei","Diplodactylidae","Diplodactylus","genbank",FALSE,TRUE
"Diplodactylus_laevis","Diplodactylus_laevis","Diplodactylus_laevis","Diplodactylus_laevis","Diplodactylidae","Diplodactylus","genbank",FALSE,TRUE
"Diplodactylus_lateroides",NA,"Diplodactylus_lateroides","Diplodactylus_lateroides","Diplodactylidae","Diplodactylus","imputed",FALSE,TRUE
"Diplodactylus_mitchelli","Diplodactylus_mitchelli","Diplodactylus_mitchelli","Diplodactylus_mitchelli","Diplodactylidae","Diplodactylus","genbank",FALSE,TRUE
"Diplodactylus_nebulosus","Diplodactylus_nebulosus","Diplodactylus_nebulosus","Diplodactylus_nebulosus","Diplodactylidae","Diplodactylus","genbank",FALSE,TRUE
"Diplodactylus_ornatus","Diplodactylus_ornatus","Diplodactylus_ornatus","Diplodactylus_ornatus","Diplodactylidae","Diplodactylus","genbank",FALSE,TRUE
"Diplodactylus_platyurus",NA,"Diplodactylus_platyurus","Diplodactylus_platyurus","Diplodactylidae","Diplodactylus","imputed",FALSE,TRUE
"Diplodactylus_polyophthalmus","Diplodactylus_polyophthalmus","Diplodactylus_polyophthalmus","Diplodactylus_polyophthalmus","Diplodactylidae","Diplodactylus","genbank",FALSE,TRUE
"Diplodactylus_pulcher","Diplodactylus_pulcher","Diplodactylus_pulcher","Diplodactylus_pulcher","Diplodactylidae","Diplodactylus","genomic",TRUE,TRUE
"Diplodactylus_savagei","Diplodactylus_savagei","Diplodactylus_savagei","Diplodactylus_savagei","Diplodactylidae","Diplodactylus","genbank",FALSE,TRUE
"Diplodactylus_tessellatus","Diplodactylus_tessellatus","Diplodactylus_tessellatus","Diplodactylus_tessellatus","Diplodactylidae","Diplodactylus","genbank",FALSE,TRUE
"Diplodactylus_vittatus","Diplodactylus_vittatus","Diplodactylus_vittatus","Diplodactylus_vittatus","Diplodactylidae","Diplodactylus","genbank",FALSE,TRUE
"Diplodactylus_wiru",NA,"Diplodactylus_wiru","Diplodactylus_wiru","Diplodactylidae","Diplodactylus","imputed",FALSE,TRUE
"Eurydactylodes_agricolae","Eurydactylodes_agricolae","Eurydactylodes_agricolae","Eurydactylodes_agricolae","Diplodactylidae","Eurydactylodes","genbank",FALSE,TRUE
"Eurydactylodes_occidentalis","Eurydactylodes_occidentalis","Eurydactylodes_occidentalis","Eurydactylodes_occidentalis","Diplodactylidae","Eurydactylodes","genbank",FALSE,TRUE
"Eurydactylodes_symmetricus","Eurydactylodes_symmetricus","Eurydactylodes_symmetricus","Eurydactylodes_symmetricus","Diplodactylidae","Eurydactylodes","genbank",FALSE,TRUE
"Eurydactylodes_vieillardi","Eurydactylodes_vieillardi","Eurydactylodes_vieillardi","Eurydactylodes_vieillardi","Diplodactylidae","Eurydactylodes","genbank",FALSE,TRUE
"Hesperoedura_reticulata","Hesperoedura_reticulata","Hesperoedura_reticulata","Hesperoedura_reticulata","Diplodactylidae","Hesperoedura","genomic",TRUE,TRUE
"Hoplodactylus_delcourti",NA,NA,"Hoplodactylus_delcourti","Diplodactylidae","Hoplodactylus","imputed",FALSE,TRUE
"Hoplodactylus_duvaucelii","Hoplodactylus_duvaucelii","Hoplodactylus_duvaucelii","Hoplodactylus_duvaucelii","Diplodactylidae","Hoplodactylus","genbank",FALSE,TRUE
"Lucasium_alboguttatum","Lucasium_alboguttatum","Lucasium_alboguttatum","Lucasium_alboguttatum","Diplodactylidae","Lucasium","genbank",FALSE,TRUE
"Lucasium_bungabinna",NA,"Lucasium_bungabinna","Lucasium_bungabinna","Diplodactylidae","Lucasium","imputed",FALSE,TRUE
"Lucasium_byrnei","Lucasium_byrnei","Lucasium_byrnei","Lucasium_byrnei","Diplodactylidae","Lucasium","genbank",FALSE,TRUE
"Lucasium_damaeum","Lucasium_damaeum","Lucasium_damaeum","Lucasium_damaeum","Diplodactylidae","Lucasium","genbank",FALSE,TRUE
"Lucasium_immaculatum","Lucasium_immaculatum","Lucasium_immaculatum","Lucasium_immaculatum","Diplodactylidae","Lucasium","genbank",FALSE,TRUE
"Lucasium_maini","Lucasium_maini","Lucasium_maini","Lucasium_maini","Diplodactylidae","Lucasium","genomic",TRUE,TRUE
"Lucasium_occultum",NA,"Lucasium_occultum","Lucasium_occultum","Diplodactylidae","Lucasium","imputed",FALSE,TRUE
"Lucasium_squarrosum","Lucasium_squarrosum","Lucasium_squarrosum","Lucasium_squarrosum","Diplodactylidae","Lucasium","genomic",TRUE,TRUE
"Lucasium_steindachneri","Lucasium_steindachneri","Lucasium_steindachneri","Lucasium_steindachneri","Diplodactylidae","Lucasium","genbank",FALSE,TRUE
"Lucasium_stenodactylum","Lucasium_stenodactylum","Lucasium_stenodactylum","Lucasium_stenodactylum","Diplodactylidae","Lucasium","genomic",TRUE,TRUE
"Lucasium_wombeyi","Lucasium_wombeyi","Lucasium_wombeyi","Lucasium_wombeyi","Diplodactylidae","Lucasium","genbank",FALSE,TRUE
"Mniarogekko_chahoua","Mniarogekko_chahoua","Mniarogekko_chahoua","Mniarogekko_chahoua","Diplodactylidae","Mniarogekko","genbank",FALSE,TRUE
"Mniarogekko_jalu","Mniarogekko_jalu","Mniarogekko_jalu","Mniarogekko_jalu","Diplodactylidae","Mniarogekko","genbank",FALSE,TRUE
"Mokopirirakau_cryptozoicus","Mokopirirakau_cryptozoicus","Mokopirirakau_cryptozoicus","Mokopirirakau_cryptozoicus","Diplodactylidae","Mokopirirakau","genbank",FALSE,TRUE
"Mokopirirakau_granulatus","Mokopirirakau_granulatus","Mokopirirakau_granulatus","Mokopirirakau_granulatus","Diplodactylidae","Mokopirirakau","genbank",FALSE,TRUE
"Mokopirirakau_kahutarae","Mokopirirakau_kahutarae","Mokopirirakau_kahutarae","Mokopirirakau_kahutarae","Diplodactylidae","Mokopirirakau","genbank",FALSE,TRUE
"Mokopirirakau_nebulosus","Mokopirirakau_nebulosus","Mokopirirakau_nebulosus","Mokopirirakau_nebulosus","Diplodactylidae","Mokopirirakau","genbank",FALSE,TRUE
"Naultinus_elegans","Naultinus_elegans","Naultinus_elegans","Naultinus_elegans","Diplodactylidae","Naultinus","genbank",FALSE,TRUE
"Naultinus_gemmeus","Naultinus_gemmeus","Naultinus_gemmeus","Naultinus_gemmeus","Diplodactylidae","Naultinus","genbank",FALSE,TRUE
"Naultinus_grayii","Naultinus_grayii","Naultinus_grayii","Naultinus_grayii","Diplodactylidae","Naultinus","genbank",FALSE,TRUE
"Naultinus_manukanus","Naultinus_manukanus","Naultinus_manukanus","Naultinus_manukanus","Diplodactylidae","Naultinus","genbank",FALSE,TRUE
"Naultinus_punctatus","Naultinus_punctatus","Naultinus_punctatus","Naultinus_punctatus","Diplodactylidae","Naultinus","genbank",FALSE,TRUE
"Naultinus_rudis","Naultinus_rudis","Naultinus_rudis","Naultinus_rudis","Diplodactylidae","Naultinus","genbank",FALSE,TRUE
"Naultinus_stellatus","Naultinus_stellatus","Naultinus_stellatus","Naultinus_stellatus","Diplodactylidae","Naultinus","genbank",FALSE,TRUE
"Naultinus_tuberculatus","Naultinus_tuberculatus","Naultinus_tuberculatus","Naultinus_tuberculatus","Diplodactylidae","Naultinus","genbank",FALSE,TRUE
"Nebulifera_robusta","Nebulifera_robusta","Nebulifera_robusta","Nebulifera_robusta","Diplodactylidae","Nebulifera","genomic",TRUE,TRUE
"Oedodera_marmorata","Oedodera_marmorata","Oedodera_marmorata","Oedodera_marmorata","Diplodactylidae","Oedodera","genbank",FALSE,TRUE
"Oedura_argentea",NA,NA,NA,"Diplodactylidae","Oedura","imputed",FALSE,TRUE
"Oedura_bella","Oedura_bella",NA,"Oedura_bella","Diplodactylidae","Oedura","genbank",FALSE,TRUE
"Oedura_castelnaui","Oedura_castelnaui","Oedura_castelnaui","Oedura_castelnaui","Diplodactylidae","Oedura","genbank",FALSE,TRUE
"Oedura_cincta","Oedura_cincta",NA,"Oedura_cincta","Diplodactylidae","Oedura","genbank",FALSE,TRUE
"Oedura_coggeri","Oedura_coggeri","Oedura_coggeri","Oedura_coggeri","Diplodactylidae","Oedura","genbank",FALSE,TRUE
"Oedura_elegans",NA,NA,NA,"Diplodactylidae","Oedura","imputed",FALSE,TRUE
"Oedura_filicipoda","Oedura_filicipoda","Oedura_filicipoda","Oedura_filicipoda","Diplodactylidae","Oedura","genbank",FALSE,TRUE
"Oedura_fimbria","Oedura_fimbria",NA,"Oedura_fimbria","Diplodactylidae","Oedura","genbank",FALSE,TRUE
"Oedura_gemmata","Oedura_gemmata","Oedura_gemmata","Oedura_gemmata","Diplodactylidae","Oedura","genbank",FALSE,TRUE
"Oedura_gracilis","Oedura_gracilis","Oedura_gracilis","Oedura_gracilis","Diplodactylidae","Oedura","genbank",FALSE,TRUE
"Oedura_jowalbinna",NA,"Oedura_jowalbinna","Oedura_jowalbinna","Diplodactylidae","Oedura","imputed",FALSE,TRUE
"Oedura_lineata",NA,NA,NA,"Diplodactylidae","Oedura","imputed",FALSE,TRUE
"Oedura_luritja","Oedura_luritja",NA,"Oedura_luritja","Diplodactylidae","Oedura","genomic",TRUE,TRUE
"Oedura_marmorata","Oedura_marmorata","Oedura_marmorata","Oedura_marmorata","Diplodactylidae","Oedura","genomic",TRUE,TRUE
"Oedura_monilis","Oedura_monilis","Oedura_monilis","Oedura_monilis","Diplodactylidae","Oedura","genbank",FALSE,TRUE
"Oedura_murrumanu","Oedura_murrumanu","Oedura_murrumanu","Oedura_murrumanu","Diplodactylidae","Oedura","genbank",FALSE,TRUE
"Oedura_picta",NA,NA,NA,"Diplodactylidae","Oedura","imputed",FALSE,TRUE
"Oedura_tryoni","Oedura_tryoni","Oedura_tryoni","Oedura_tryoni","Diplodactylidae","Oedura","genbank",FALSE,TRUE
"Paniegekko_madjo","Paniegekko_madjo","Paniegekko_madjo","Paniegekko_madjo","Diplodactylidae","Paniegekko","genbank",FALSE,TRUE
"Pseudothecadactylus_australis","Pseudothecadactylus_australis","Pseudothecadactylus_australis","Pseudothecadactylus_australis","Diplodactylidae","Pseudothecadactylus","genomic",TRUE,TRUE
"Pseudothecadactylus_cavaticus","Pseudothecadactylus_cavaticus","Pseudothecadactylus_cavaticus","Pseudothecadactylus_cavaticus","Diplodactylidae","Pseudothecadactylus","genbank",FALSE,TRUE
"Pseudothecadactylus_lindneri","Pseudothecadactylus_lindneri","Pseudothecadactylus_lindneri","Pseudothecadactylus_lindneri","Diplodactylidae","Pseudothecadactylus","genbank",FALSE,TRUE
"Rhacodactylus_auriculatus","Rhacodactylus_auriculatus","Rhacodactylus_auriculatus","Rhacodactylus_auriculatus","Diplodactylidae","Rhacodactylus","genbank",FALSE,TRUE
"Rhacodactylus_leachianus","Rhacodactylus_leachianus","Rhacodactylus_leachianus","Rhacodactylus_leachianus","Diplodactylidae","Rhacodactylus","genbank",FALSE,TRUE
"Rhacodactylus_trachycephalus","Rhacodactylus_trachycephalus","Rhacodactylus_trachycephalus","Rhacodactylus_trachycephalus","Diplodactylidae","Rhacodactylus","genbank",FALSE,TRUE
"Rhacodactylus_trachyrhynchus","Rhacodactylus_trachyrhynchus","Rhacodactylus_trachyrhynchus","Rhacodactylus_trachyrhynchus","Diplodactylidae","Rhacodactylus","genbank",FALSE,TRUE
"Rhynchoedura_angusta",NA,"Rhynchoedura_angusta","Rhynchoedura_angusta","Diplodactylidae","Rhynchoedura","imputed",FALSE,TRUE
"Rhynchoedura_eyrensis",NA,"Rhynchoedura_eyrensis","Rhynchoedura_eyrensis","Diplodactylidae","Rhynchoedura","imputed",FALSE,TRUE
"Rhynchoedura_mentalis",NA,"Rhynchoedura_mentalis","Rhynchoedura_mentalis","Diplodactylidae","Rhynchoedura","imputed",FALSE,TRUE
"Rhynchoedura_ormsbyi",NA,"Rhynchoedura_ormsbyi","Rhynchoedura_ormsbyi","Diplodactylidae","Rhynchoedura","imputed",FALSE,TRUE
"Rhynchoedura_ornata","Rhynchoedura_ornata","Rhynchoedura_ornata","Rhynchoedura_ornata","Diplodactylidae","Rhynchoedura","genomic",TRUE,TRUE
"Rhynchoedura_sexapora",NA,"Rhynchoedura_sexapora","Rhynchoedura_sexapora","Diplodactylidae","Rhynchoedura","imputed",FALSE,TRUE
"Strophurus_assimilis","Strophurus_assimilis","Strophurus_assimilis","Strophurus_assimilis","Diplodactylidae","Strophurus","genbank",FALSE,TRUE
"Strophurus_ciliaris","Strophurus_ciliaris","Strophurus_ciliaris","Strophurus_ciliaris","Diplodactylidae","Strophurus","genomic",TRUE,TRUE
"Strophurus_congoo",NA,NA,"Strophurus_congoo","Diplodactylidae","Strophurus","imputed",FALSE,TRUE
"Strophurus_elderi","Strophurus_elderi","Strophurus_elderi","Strophurus_elderi","Diplodactylidae","Strophurus","genomic",TRUE,TRUE
"Strophurus_horneri","Strophurus_horneri","Strophurus_horneri","Strophurus_horneri","Diplodactylidae","Strophurus","genbank",FALSE,TRUE
"Strophurus_intermedius","Strophurus_intermedius","Strophurus_intermedius","Strophurus_intermedius","Diplodactylidae","Strophurus","genbank",FALSE,TRUE
"Strophurus_jeanae","Strophurus_jeanae","Strophurus_jeanae","Strophurus_jeanae","Diplodactylidae","Strophurus","genbank",FALSE,TRUE
"Strophurus_krisalys","Strophurus_krisalys","Strophurus_krisalys","Strophurus_krisalys","Diplodactylidae","Strophurus","genbank",FALSE,TRUE
"Strophurus_mcmillani","Strophurus_mcmillani","Strophurus_mcmillani","Strophurus_mcmillani","Diplodactylidae","Strophurus","genbank",FALSE,TRUE
"Strophurus_michaelseni","Strophurus_michaelseni","Strophurus_michaelseni","Strophurus_michaelseni","Diplodactylidae","Strophurus","genbank",FALSE,TRUE
"Strophurus_rankini","Strophurus_rankini","Strophurus_rankini","Strophurus_rankini","Diplodactylidae","Strophurus","genbank",FALSE,TRUE
"Strophurus_robinsoni","Strophurus_robinsoni","Strophurus_robinsoni","Strophurus_robinsoni","Diplodactylidae","Strophurus","genbank",FALSE,TRUE
"Strophurus_spinigerus","Strophurus_spinigerus","Strophurus_spinigerus","Strophurus_spinigerus","Diplodactylidae","Strophurus","genbank",FALSE,TRUE
"Strophurus_strophurus","Strophurus_strophurus","Strophurus_strophurus","Strophurus_strophurus","Diplodactylidae","Strophurus","genbank",FALSE,TRUE
"Strophurus_taeniatus","Strophurus_taeniatus","Strophurus_taeniatus","Strophurus_taeniatus","Diplodactylidae","Strophurus","genbank",FALSE,TRUE
"Strophurus_taenicauda","Strophurus_taenicauda","Strophurus_taenicauda","Strophurus_taenicauda","Diplodactylidae","Strophurus","genbank",FALSE,TRUE
"Strophurus_trux",NA,NA,"Strophurus_trux","Diplodactylidae","Strophurus","imputed",FALSE,TRUE
"Strophurus_wellingtonae","Strophurus_wellingtonae","Strophurus_wellingtonae","Strophurus_wellingtonae","Diplodactylidae","Strophurus","genomic",TRUE,TRUE
"Strophurus_williamsi","Strophurus_williamsi","Strophurus_williamsi","Strophurus_williamsi","Diplodactylidae","Strophurus","genbank",FALSE,TRUE
"Strophurus_wilsoni","Strophurus_wilsoni","Strophurus_wilsoni","Strophurus_wilsoni","Diplodactylidae","Strophurus","genbank",FALSE,TRUE
"Toropuku_stephensi","Toropuku_stephensi","Toropuku_stephensi","Toropuku_stephensi","Diplodactylidae","Toropuku","genbank",FALSE,TRUE
"Tukutuku_rakiurae","Tukutuku_rakiurae","Tukutuku_rakiurae","Tukutuku_rakiurae","Diplodactylidae","Tukutuku","genbank",FALSE,TRUE
"Woodworthia_brunnea","Woodworthia_brunnea","Woodworthia_brunneus","Woodworthia_brunneus","Diplodactylidae","Woodworthia","genbank",FALSE,TRUE
"Woodworthia_chrysosiretica","Woodworthia_chrysosiretica","Woodworthia_chrysosireticus","Woodworthia_chrysosireticus","Diplodactylidae","Woodworthia","genbank",FALSE,TRUE
"Woodworthia_maculata","Woodworthia_maculata","Woodworthia_maculatus","Woodworthia_maculatus","Diplodactylidae","Woodworthia","genbank",FALSE,TRUE
"Celestus_adercus",NA,"Celestus_adercus","Celestus_adercus","Diploglossidae","Celestus","imputed",FALSE,TRUE
"Celestus_agasepsoides","Celestus_agasepsoides","Celestus_agasepsoides","Celestus_agasepsoides","Diploglossidae","Celestus","genbank",FALSE,TRUE
"Celestus_anelpistus",NA,"Celestus_anelpistus","Celestus_anelpistus","Diploglossidae","Celestus","imputed",FALSE,TRUE
