"treename","family","genus","dataType","inTopoConstraint","oneToOne"
"Silvascincus_tryoni","Scincidae","Silvascincus","genbank",FALSE,TRUE
"Simiscincus_aurantiacus","Scincidae","Simiscincus","genbank",FALSE,TRUE
"Sphenomorphus_acutus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_aignanus","Scincidae","Sphenomorphus","genomic",TRUE,TRUE
"Sphenomorphus_alfredi","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_annamiticus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_annectens","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_anomalopus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_anotus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_apalpebratus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_bacboensis","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_bignelli","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_brunneus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_buenloicus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_buettikoferi","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_cameronicus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_capitolythos","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_celebensis","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_cinereus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_concinnatus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_consobrinus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_courcyanus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_cranei","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_crassus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_cryptotis","Scincidae","Sphenomorphus","genomic",TRUE,TRUE
"Sphenomorphus_cyanolaemus","Scincidae","Sphenomorphus","genomic",TRUE,TRUE
"Sphenomorphus_darlingtoni","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_dekkerae","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_derooyae","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_diwata","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_dussumieri","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_fasciatus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_forbesi","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_fragilis","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_fragosus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_fuscolineatus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_grandisonae","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_granulatus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_haasi","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_helenae","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_incognitus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_indicus","Scincidae","Sphenomorphus","genomic",TRUE,TRUE
"Sphenomorphus_jobiensis","Scincidae","Sphenomorphus","genomic",TRUE,TRUE
"Sphenomorphus_kinabaluensis","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_latifasciatus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_leptofasciatus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_lineopunctulatus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_longicaudatus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_loriae","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_louisiadensis","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_maculatus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_maculicollus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_maindroni","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_malaisei","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_malayanus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_melanopogon","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_meyeri","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_microtympanus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_mimicus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_mimikanus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_minutus","Scincidae","Sphenomorphus","genomic",TRUE,TRUE
"Sphenomorphus_modiglianii","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_muelleri","Scincidae","Sphenomorphus","genomic",TRUE,TRUE
"Sphenomorphus_multisquamatus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_murudensis","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_necopinatus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_neuhaussi","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_nigriventris","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_nigrolabris","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_nigrolineatus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_oligolepis","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_orientalis","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_papuae","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_praesignis","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_pratti","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_preylangensis","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_puncticentralis","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_rarus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_rufus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_sabanus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_sananus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_sanctus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_sarasinorum","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_schlegeli","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_schultzei","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_scotophilus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_scutatus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_senja","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_sheai","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_shelfordi","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_simus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_solomonis","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_stellatus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_striolatus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_sungaicolus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_taiwanensis","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_tanahtinggi","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_tanneri","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_taylori","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_tenuiculus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_tersus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_tetradactylus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_tonkinensis","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_transversus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_tridigitus","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_tritaeniatus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_tropidonotus","Scincidae","Sphenomorphus","genomic",TRUE,TRUE
"Sphenomorphus_undulatus","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_vanheurni","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_variegatus","Scincidae","Sphenomorphus","genbank",TRUE,TRUE
"Sphenomorphus_wollastoni","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_woodfordi","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Sphenomorphus_yersini","Scincidae","Sphenomorphus","genbank",FALSE,TRUE
"Sphenomorphus_zimmeri","Scincidae","Sphenomorphus","imputed",FALSE,TRUE
"Spondylurus_anegadae","Scincidae","Spondylurus","imputed",FALSE,TRUE
"Spondylurus_caicosae","Scincidae","Spondylurus","genbank",FALSE,TRUE
"Spondylurus_culebrae","Scincidae","Spondylurus","genbank",FALSE,TRUE
"Spondylurus_fulgidus","Scincidae","Spondylurus","genbank",FALSE,TRUE
"Spondylurus_haitiae","Scincidae","Spondylurus","imputed",FALSE,TRUE
"Spondylurus_lineolatus","Scincidae","Spondylurus","genbank",FALSE,TRUE
"Spondylurus_macleani","Scincidae","Spondylurus","genbank",FALSE,TRUE
"Spondylurus_magnacruzae","Scincidae","Spondylurus","imputed",FALSE,TRUE
"Spondylurus_martinae","Scincidae","Spondylurus","imputed",FALSE,TRUE
"Spondylurus_monae","Scincidae","Spondylurus","imputed",FALSE,TRUE
"Spondylurus_monitae","Scincidae","Spondylurus","genbank",FALSE,TRUE
"Spondylurus_nitidus","Scincidae","Spondylurus","imputed",FALSE,TRUE
"Spondylurus_powelli","Scincidae","Spondylurus","genbank",FALSE,TRUE
"Spondylurus_semitaeniatus","Scincidae","Spondylurus","genbank",FALSE,TRUE
"Spondylurus_sloanii","Scincidae","Spondylurus","genbank",FALSE,TRUE
"Spondylurus_spilonotus","Scincidae","Spondylurus","imputed",FALSE,TRUE
"Spondylurus_turksae","Scincidae","Spondylurus","imputed",FALSE,TRUE
"Tachygyia_microlepis","Scincidae","Tachygyia","imputed",FALSE,TRUE
"Techmarscincus_jigurru","Scincidae","Techmarscincus","genbank",FALSE,TRUE
"Tiliqua_adelaidensis","Scincidae","Tiliqua","genbank",FALSE,TRUE
"Tiliqua_gigas","Scincidae","Tiliqua","genbank",FALSE,TRUE
"Tiliqua_multifasciata","Scincidae","Tiliqua","genomic",TRUE,TRUE
"Tiliqua_nigrolutea","Scincidae","Tiliqua","genbank",FALSE,TRUE
"Tiliqua_occipitalis","Scincidae","Tiliqua","genomic",TRUE,TRUE
"Tiliqua_rugosa","Scincidae","Tiliqua","genomic",TRUE,TRUE
"Tiliqua_scincoides","Scincidae","Tiliqua","genbank",FALSE,TRUE
"Toenayar_novemcarinata","Scincidae","Toenayar","genbank",FALSE,TRUE
"Trachylepis_acutilabris","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_adamastor","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_affinis","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_albilabris","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_albotaeniata","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_atlantica","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_aureogularis","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_aureopunctata","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_bayonii","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_bensonii","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_betsileana","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_binotata","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_bocagii","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_boettgeri","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_boulengeri","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_brauni","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_brevicollis","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_buettneri","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_capensis","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_casuarinae","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_chimbana","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_comorensis","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_cristinae","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_damarana","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_depressa","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_dichroma","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_dumasi","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_elegans","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_ferrarai","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_gonwouoi","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_gravenhorstii","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_hemmingi","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_hildebrandtii","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_hoeschi","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_homalocephala","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_infralineata","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_irregularis","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_keroanensis","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_lacertiformis","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_laevigata","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_laevis","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_langheldi","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_lavarambo","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_loluiensis","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_maculata","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_maculilabris","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_madagascariensis","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_makolowodei","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_margaritifera","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_megalura","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_mekuana","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_mlanjensis","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_monardi","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_nancycoutuae","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_nganghae","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_occidentalis","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_ozorii","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_paucisquamis","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_pendeana","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_perrotetii","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_planifrons","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_polytropis","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_principensis","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_pulcherrima","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_punctatissima","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_punctulata","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_quinquetaeniata","Scincidae","Trachylepis","genomic",TRUE,TRUE
"Trachylepis_raymondlaurenti","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_rodenburgi","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_sechellensis","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_socotrana","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_sparsa","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_spilogaster","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_striata","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_sulcata","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_tandrefana","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_tavaratra","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_tessellata","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_thomensis","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_varia","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_variegata","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_vato","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_vezo","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_volamenaloha","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_wahlbergii","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Trachylepis_wingati","Scincidae","Trachylepis","imputed",FALSE,TRUE
"Trachylepis_wrightii","Scincidae","Trachylepis","genbank",FALSE,TRUE
"Tribolonotus_annectens","Scincidae","Tribolonotus","imputed",FALSE,TRUE
"Tribolonotus_blanchardi","Scincidae","Tribolonotus","genbank",FALSE,TRUE
"Tribolonotus_brongersmai","Scincidae","Tribolonotus","genbank",FALSE,TRUE
"Tribolonotus_choiseulensis","Scincidae","Tribolonotus","imputed",FALSE,TRUE
"Tribolonotus_gracilis","Scincidae","Tribolonotus","genbank",FALSE,TRUE
"Tribolonotus_novaeguineae","Scincidae","Tribolonotus","genbank",FALSE,TRUE
"Tribolonotus_parkeri","Scincidae","Tribolonotus","imputed",FALSE,TRUE
"Tribolonotus_ponceleti","Scincidae","Tribolonotus","genbank",FALSE,TRUE
"Tribolonotus_pseudoponceleti","Scincidae","Tribolonotus","genbank",FALSE,TRUE
"Tribolonotus_schmidti","Scincidae","Tribolonotus","genbank",FALSE,TRUE
"Tropidophorus_assamensis","Scincidae","Tropidophorus","imputed",FALSE,TRUE
"Tropidophorus_baconi","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_baviensis","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_beccarii","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_berdmorei","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_boehmei","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_brookei","Scincidae","Tropidophorus","genomic",TRUE,TRUE
"Tropidophorus_cocincinensis","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_davaoensis","Scincidae","Tropidophorus","imputed",FALSE,TRUE
"Tropidophorus_grayi","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_guangxiensis","Scincidae","Tropidophorus","imputed",FALSE,TRUE
"Tropidophorus_hainanus","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_hangnam","Scincidae","Tropidophorus","imputed",FALSE,TRUE
"Tropidophorus_iniquus","Scincidae","Tropidophorus","imputed",FALSE,TRUE
"Tropidophorus_laotus","Scincidae","Tropidophorus","genomic",FALSE,TRUE
"Tropidophorus_latiscutatus","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_matsuii","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_microlepis","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_micropus","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_misaminius","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_mocquardii","Scincidae","Tropidophorus","imputed",FALSE,TRUE
"Tropidophorus_murphyi","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_noggei","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_partelloi","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_perplexus","Scincidae","Tropidophorus","imputed",FALSE,TRUE
"Tropidophorus_robinsoni","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_sebi","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_sinicus","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidophorus_thai","Scincidae","Tropidophorus","genbank",FALSE,TRUE
"Tropidoscincus_aubrianus","Scincidae","Tropidoscincus","genbank",FALSE,TRUE
"Tropidoscincus_boreus","Scincidae","Tropidoscincus","genbank",FALSE,TRUE
"Tropidoscincus_variabilis","Scincidae","Tropidoscincus","genbank",FALSE,TRUE
"Tumbunascincus_luteilateralis","Scincidae","Tumbunascincus","genbank",FALSE,TRUE
"Typhlacontias_brevipes","Scincidae","Typhlacontias","genbank",FALSE,TRUE
"Typhlacontias_gracilis","Scincidae","Typhlacontias","imputed",FALSE,TRUE
"Typhlacontias_johnsonii","Scincidae","Typhlacontias","imputed",FALSE,TRUE
"Typhlacontias_kataviensis","Scincidae","Typhlacontias","imputed",FALSE,TRUE
"Typhlacontias_punctatissimus","Scincidae","Typhlacontias","genbank",FALSE,TRUE
"Typhlacontias_rohani","Scincidae","Typhlacontias","imputed",FALSE,TRUE
"Typhlacontias_rudebecki","Scincidae","Typhlacontias","imputed",FALSE,TRUE
"Typhlosaurus_braini","Scincidae","Typhlosaurus","genbank",FALSE,TRUE
"Typhlosaurus_caecus","Scincidae","Typhlosaurus","genbank",FALSE,TRUE
"Typhlosaurus_lomiae","Scincidae","Typhlosaurus","genbank",FALSE,TRUE
"Typhlosaurus_meyeri","Scincidae","Typhlosaurus","genbank",FALSE,TRUE
"Typhlosaurus_vermis","Scincidae","Typhlosaurus","genbank",FALSE,TRUE
"Tytthoscincus_aesculeticola","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_atrigularis","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_batupanggah","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_biparietalis","Scincidae","Tytthoscincus","imputed",FALSE,TRUE
"Tytthoscincus_bukitensis","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_butleri","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_cophias","Scincidae","Tytthoscincus","imputed",FALSE,TRUE
"Tytthoscincus_hallieri","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_ishaki","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_jaripendek","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_kakikecil","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_keciktuek","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_leproauricularis","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_martae","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_monticolus","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_panchorensis","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_parvus","Scincidae","Tytthoscincus","genbank",TRUE,TRUE
"Tytthoscincus_perhentianensis","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_sibuensis","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_temasekensis","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_temengorensis","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Tytthoscincus_temmincki","Scincidae","Tytthoscincus","genomic",TRUE,TRUE
"Tytthoscincus_textus","Scincidae","Tytthoscincus","genbank",FALSE,TRUE
"Varzea_altamazonica","Scincidae","Varzea","genbank",FALSE,TRUE
"Varzea_bistriata","Scincidae","Varzea","genomic",TRUE,TRUE
"Vietnascincus_rugosus","Scincidae","Vietnascincus","imputed",FALSE,TRUE
"Voeltzkowia_mira","Scincidae","Voeltzkowia","genbank",FALSE,TRUE
"Voeltzkowia_mobydick","Scincidae","Voeltzkowia","genbank",FALSE,TRUE
"Voeltzkowia_yamagishii","Scincidae","Voeltzkowia","genbank",FALSE,TRUE
"Shinisaurus_crocodilurus","Shinisauridae","Shinisaurus","genomic",FALSE,TRUE
"Aristelliger_barbouri","Sphaerodactylidae","Aristelliger","genbank",FALSE,TRUE
"Aristelliger_cochranae","Sphaerodactylidae","Aristelliger","genbank",FALSE,TRUE
"Aristelliger_expectatus","Sphaerodactylidae","Aristelliger","genomic",TRUE,TRUE
"Aristelliger_georgeensis","Sphaerodactylidae","Aristelliger","genbank",FALSE,TRUE
"Aristelliger_hechti","Sphaerodactylidae","Aristelliger","genomic",TRUE,TRUE
"Aristelliger_lar","Sphaerodactylidae","Aristelliger","genbank",FALSE,TRUE
"Aristelliger_nelsoni","Sphaerodactylidae","Aristelliger","genbank",FALSE,TRUE
"Aristelliger_praesignis","Sphaerodactylidae","Aristelliger","genbank",FALSE,TRUE
"Aristelliger_reyesi","Sphaerodactylidae","Aristelliger","genbank",FALSE,TRUE
"Chatogekko_amazonicus","Sphaerodactylidae","Chatogekko","genbank",FALSE,TRUE
"Coleodactylus_brachystoma","Sphaerodactylidae","Coleodactylus","genomic",TRUE,TRUE
"Coleodactylus_elizae","Sphaerodactylidae","Coleodactylus","genbank",FALSE,TRUE
"Coleodactylus_meridionalis","Sphaerodactylidae","Coleodactylus","genomic",TRUE,TRUE
