treename,ProcCoord1,ProcCoord2,ProcCoord3,ProcCoord4,ProcCoord5,ProcCoord6,ProcCoord7,ProcCoord8,ProcCoord9,ProcCoord10,ProcCoord11,ProcCoord12,ProcCoord13,ProcCoord14,ProcCoord15,ProcCoord16,ProcCoord17,ProcCoord18,ProcCoord19,ProcCoord20,ProcCoord21,ProcCoord22,ProcCoord23,ProcCoord24,ProcCoord25,ProcCoord26,ProcCoord27,ProcCoord28,ProcCoord29,ProcCoord30,ProcCoord31,ProcCoord32,ProcCoord33,ProcCoord34,ProcCoord35,ProcCoord36,ProcCoord37,ProcCoord38,ProcCoord39,ProcCoord40
Myriopholis_longicauda,-0.05126446,0.086856649,0.05978393,-0.004808318,0.133013699,0.036681353,0.223114326,0.083758645,0.308749233,-0.018649939,0.198829544,-0.066922449,0.069703881,-0.08478884,0.06190414,-0.064532649,0.269041308,0.007519654,-0.153916481,-0.031363712,-0.160386717,0.00651091,0.158988415,0.114853391,0.371136896,-0.033312805,-0.267993657,-0.04267865,-0.279022061,-0.041201283,-0.308640238,-0.046580403,-0.311234885,-0.006789755,-0.333118161,-0.02017052,-0.207672835,0.034416601,0.218984122,0.09120212
Rena_dulcis,-0.035314179,0.093199076,0.092518413,-0.039829932,0.179689801,0.070695854,0.216338974,0.084597846,0.257701539,-0.046442393,0.220589621,-0.044019038,0.092003281,-0.105379225,0.075771601,-0.089733547,0.262022222,0.005424025,-0.107857331,-0.038518,-0.140417979,-0.005494288,0.005819188,0.124629784,0.339153204,-0.042250243,-0.264593959,-0.072649826,-0.273759174,-0.071504578,-0.343223928,-0.032487192,-0.295286026,0.018384804,-0.334898469,-0.0112543,-0.176055178,0.095575759,0.229798377,0.107055414
Trilepida_macrolepis,-0.043594614,0.078980539,0.08831359,-0.040323945,0.145348451,0.014538409,0.225905818,0.083347774,0.318780498,-0.037956374,0.231002302,-0.036055021,0.055421808,-0.074395723,0.042344703,-0.058326143,0.313172587,-0.002811004,-0.131641597,-0.031210347,-0.108530605,0.029890017,-0.009298169,0.103287664,0.356977822,-0.041637241,-0.283450667,-0.060190007,-0.288977072,-0.060432444,-0.322355034,-0.054771439,-0.301613629,0.011963431,-0.328242729,-0.006881133,-0.18197625,0.088003143,0.222412786,0.094979842
Liolaemus_bellii,0.014521689,0.097448784,0.114022732,0.055035259,0.162249483,0.057359508,0.243364799,0.038233511,0.233066641,-0.008783016,0.186009194,-0.029240717,0.160723093,-0.115023823,0.138472078,-0.100817094,0.153952167,-0.002021774,-0.0724737,-0.071693238,-0.088091824,0.020727158,0.07623866,0.111343289,0.286462299,-0.040371255,-0.332714598,-0.052437126,-0.336267109,-0.050998924,-0.35418195,-0.054504506,-0.262380163,0.012891514,-0.327903769,-0.021469377,-0.169124662,0.058607564,0.174054942,0.095714264
Phymaturus_palluma,0.02456567,0.117050641,0.103737359,0.083052004,0.136984788,0.094073609,0.245521342,0.012626121,0.229290003,-0.015580283,0.183780527,-0.043567133,0.172269062,-0.104758097,0.140891959,-0.103363085,0.136454074,0.008747005,-0.081270846,-0.054339319,-0.086737385,0.035842873,0.132555197,0.124689646,0.241145275,-0.069563794,-0.327320066,-0.07578234,-0.332311643,-0.076126623,-0.344809346,-0.079067438,-0.281783386,0.016462745,-0.316473609,-0.025192291,-0.187693137,0.07891814,0.21120416,0.075877618
Loxocemus_bicolor,-0.099149426,0.054874402,0.034337567,-0.047935715,0.073143276,0.028577142,0.177110369,0.067344314,0.279955766,-0.009550817,0.236659069,-0.054733556,0.237911123,-0.089390024,0.217837743,-0.076011736,0.220367616,0.040733556,0.007154265,-0.068775044,-0.114188536,0.001443622,0.049483844,0.083449058,0.273233258,-0.057703138,-0.296381801,-0.03559039,-0.311932535,-0.030913884,-0.351343185,0.012683999,-0.314286136,0.020255227,-0.318864998,0.021584435,-0.142209358,0.055121758,0.14116208,0.084536791
Chalarodon_madagascariensis,0.036393884,0.108386541,0.102358464,0.057429321,0.154463776,0.056066313,0.229994402,0.029770036,0.22818939,-0.015183829,0.184951206,-0.056140873,0.19937122,-0.114115831,0.161516479,-0.110195672,0.164042736,0.000533639,-0.050817035,-0.087768585,-0.070025951,0.026223363,0.052020493,0.130166855,0.246940165,-0.047755264,-0.335395497,-0.048052789,-0.334306956,-0.067354355,-0.358700799,-0.068101517,-0.277001462,0.00787485,-0.311748888,0.002156931,-0.169631763,0.081996943,0.147386137,0.114063922
Oplurus_cyclurus,0.025999886,0.097288594,0.076096643,0.062586011,0.12486859,0.065551557,0.237186968,0.029539464,0.233180188,-0.016497831,0.197631876,-0.050141878,0.211114314,-0.11954596,0.184488594,-0.121548087,0.163456614,-0.007187152,-0.048330118,-0.066961347,-0.072817841,0.017718077,0.042239827,0.129805649,0.240296856,-0.053011037,-0.331473551,-0.059513591,-0.337556998,-0.061918501,-0.355140852,-0.056970468,-0.269717895,0.011198373,-0.305496893,0.005967605,-0.167724849,0.075768565,0.15169864,0.117871954
Aplopeltura_boa,-0.067792496,0.116092842,0.023222667,-0.021048214,0.07036665,0.059031811,0.124265919,0.089897216,0.246922691,0.051680986,0.266017367,-0.072139909,0.334383731,-0.194382907,0.276533419,-0.193762088,0.143712223,0.00364487,-0.080499575,-0.115778855,-0.114006352,0.013018979,0.034128615,0.126214441,0.215384081,-0.017742564,-0.279780161,-0.069148989,-0.288217389,-0.038758692,-0.298133412,-0.025635651,-0.280497724,0.062363591,-0.298935561,0.033169227,-0.187205474,0.101147574,0.160130782,0.092136332
Pareas_carinatus,-0.073592014,0.088154776,0.026462124,-0.038982678,0.088519472,0.050811898,0.14056007,0.07158956,0.223194719,0.052249557,0.312797188,-0.115102199,0.340191591,-0.142404305,0.297459452,-0.147189707,0.171290461,0.052389813,-0.089078992,-0.11825965,-0.120882603,0.01394608,-0.007585696,0.093668107,0.197525799,-0.03251621,-0.293492254,-0.055919326,-0.298084575,-0.044968613,-0.306140252,0.005931792,-0.290239612,0.055839492,-0.287038187,0.042309771,-0.168171937,0.090048501,0.136305246,0.078403342
Pareas_margaritophorus,-0.088719235,0.078436988,0.004744458,-0.032109391,0.082054267,0.057269657,0.148047301,0.077373571,0.261185331,0.033092687,0.2593958,-0.035204407,0.313804005,-0.163390483,0.274736825,-0.16843852,0.185039318,0.030549277,-0.070847506,-0.086333264,-0.114152734,0.005106163,0.006732891,0.095369444,0.223269276,-0.044015788,-0.263089369,-0.057372417,-0.31022798,-0.04096707,-0.331028352,-0.004736107,-0.283297869,0.044574421,-0.305366639,0.04589536,-0.141949797,0.076696166,0.14967001,0.088203713
Petrosaurus_mearnsi,0.027820654,0.089731991,0.10225093,0.062901934,0.14235022,0.071572838,0.23876276,0.031380454,0.230461013,-0.001485675,0.18465554,-0.037090226,0.165694225,-0.097558715,0.146065532,-0.095197048,0.167390625,0.014180415,-0.089783812,-0.059049714,-0.076938924,0.016164605,0.134229111,0.09428062,0.250992602,-0.03507298,-0.354222329,-0.058739523,-0.357268924,-0.058375395,-0.366029391,-0.055220513,-0.27405026,-0.006484473,-0.305957707,-0.008781687,-0.148044545,0.055267943,0.181622679,0.07757515
Phrynosoma_platyrhinos,0.008328888,0.14148758,0.089784263,0.081280619,0.141750638,0.085837668,0.33000165,0.209521345,0.203947903,-0.073620133,0.147931213,-0.099030563,0.129967788,-0.153242119,0.104123385,-0.142127463,0.142953275,-0.032625387,-0.111208042,-0.10328437,-0.103514386,0.038988189,0.155858379,0.170711558,0.240220293,-0.083440743,-0.316952639,-0.106092514,-0.316313931,-0.113079421,-0.33503327,-0.108856653,-0.264683974,0.02814032,-0.283883962,0.005924905,-0.157506436,0.107720586,0.194228965,0.145786597
Sceloporus_variabilis,0.031019574,0.124080764,0.101863857,0.070068503,0.169800322,0.060288943,0.226434732,0.013368875,0.222067364,-0.024768706,0.180497405,-0.048648094,0.172405059,-0.107596651,0.14266421,-0.111249915,0.179268651,0.012325703,-0.064952741,-0.076135221,-0.071365769,0.025676972,0.104576931,0.145092842,0.23983419,-0.047578212,-0.337874641,-0.070779559,-0.343250138,-0.068083002,-0.360092979,-0.068969628,-0.275547368,-0.000131549,-0.305847935,-0.009690581,-0.172186618,0.076959162,0.160685893,0.105769355
Uma_scoparia,0.031769926,0.1175105,0.112107947,0.069239099,0.131758142,0.073285994,0.220587744,0.013010169,0.223982169,-0.027665011,0.189627445,-0.041539011,0.188484423,-0.111993134,0.16064862,-0.108457911,0.169336756,0.001649323,-0.062335476,-0.064748511,-0.087130922,0.029026982,0.110212623,0.123082918,0.248679153,-0.052138751,-0.358218605,-0.068318624,-0.351711887,-0.075072261,-0.366344059,-0.071060822,-0.25792723,0.007483708,-0.29139268,-0.012342163,-0.151349317,0.091202592,0.139215229,0.107844915
Uta_stansburiana,0.023991788,0.110363342,0.124292793,0.060497345,0.160657755,0.059637277,0.239295965,0.021209899,0.217127052,-0.005252246,0.174190256,-0.049577925,0.164040951,-0.110880942,0.146425501,-0.104134931,0.174758546,0.013170544,-0.089491106,-0.064938619,-0.092098096,0.03238459,0.101369196,0.116299727,0.26902536,-0.046587406,-0.344633019,-0.059494186,-0.341574398,-0.069584748,-0.362384806,-0.067761565,-0.278966055,-0.006240132,-0.305328019,-0.016553006,-0.134570773,0.086376658,0.153871107,0.101066323
Tarentola_americana,0.037329954,0.091383557,0.100416247,0.053906009,0.134468944,0.076830649,0.230161906,0.053058511,0.2408021,-0.018214886,0.17467698,-0.033076592,0.152356883,-0.115657884,0.111194026,-0.112594689,0.18504388,0.018425824,-0.084512403,-0.058423815,-0.081638956,0.012777063,0.133942922,0.10106803,0.26477301,-0.019917337,-0.347486464,-0.064134824,-0.350135024,-0.063954566,-0.359566983,-0.059659192,-0.29952076,-0.013528975,-0.313947618,-0.007682119,-0.115580192,0.070895239,0.187221549,0.088499998
Polychrus_marmoratus,0.000534299,0.110596662,0.088256719,0.070953133,0.142216713,0.07532165,0.235333734,0.014900542,0.238789353,-0.014572045,0.203442243,-0.048563068,0.191948506,-0.107384797,0.163146267,-0.104413864,0.186100823,0.010330563,-0.051378821,-0.084402613,-0.070320417,0.012157814,0.107764234,0.11665064,0.218484005,-0.049899936,-0.333708732,-0.056442261,-0.33947553,-0.05837568,-0.378277136,-0.05389992,-0.270186651,0.007900919,-0.2955487,0.001302885,-0.175113615,0.054043164,0.137992708,0.103796213
Aprasia_striolata,0.002959631,0.095309498,0.021713572,0.011018898,0.093923577,0.053752525,0.252232447,0.0444507,0.252964758,-0.020543348,0.190288157,-0.047435612,0.177267359,-0.094002525,0.145428271,-0.082626678,0.195728096,0.022738347,-0.12253761,-0.040310923,-0.112289032,0.030221267,7.26E-05,0.108864383,0.351120565,-0.078649898,-0.29423265,-0.051239506,-0.254951118,-0.049489892,-0.330230597,-0.062008211,-0.313230428,0.006022059,-0.336410204,-0.012673057,-0.155386835,0.092259337,0.235569461,0.074342637
Delma_borea,-0.042777022,0.063931967,0.072839166,0.037422819,0.13190086,0.060176682,0.232250923,0.051041929,0.248233249,-0.002697739,0.18903076,-0.031984737,0.171243039,-0.097856792,0.152595976,-0.103795847,0.20020398,0.027785477,-0.139452207,-0.05517623,-0.10655503,0.00379522,0.104986314,0.085420198,0.298707374,-0.026906329,-0.310349803,-0.042932726,-0.317529202,-0.038387754,-0.355689041,-0.045676813,-0.272121765,0.003700891,-0.294017104,0.000458387,-0.184551627,0.043923673,0.22105116,0.067757723
Lialis_burtonis,-0.033998513,0.065767494,0.092061578,0.039189695,0.143239762,0.039407945,0.25193436,0.011763308,0.253926082,-0.002251801,0.219951014,-0.038107148,0.216924033,-0.084902308,0.19493631,-0.07947898,0.215730758,0.013372658,-0.071622967,-0.023242758,-0.067164147,0.023978912,-0.019962266,0.071511359,0.233064143,-0.035872308,-0.326978166,-0.029515638,-0.330206451,-0.02922545,-0.355840401,-0.033162437,-0.294207967,0.001002054,-0.341269725,-0.012823208,-0.126823097,0.043540032,0.146305661,0.059048579
Aspidites_melanocephalus,-0.073640222,0.070915383,0.038465884,-0.038970151,0.067980588,0.018849935,0.159992276,0.050994725,0.282412929,-0.010199849,0.261391928,-0.052143004,0.271718622,-0.073529864,0.246982612,-0.074404127,0.213351816,0.016299922,0.001315063,-0.04804495,-0.099824546,0.025190125,0.04306969,0.071543763,0.210703965,-0.046070412,-0.296580416,-0.017970639,-0.315831547,-0.028170747,-0.351526799,-0.007722368,-0.328748173,-0.000339306,-0.330291425,0.012174799,-0.145683938,0.069740994,0.144741693,0.061855771
Liasis_mackloti,-0.070396268,0.056640359,0.029728585,-0.050329458,0.087340033,0.007826443,0.172938835,0.031655975,0.292783846,-0.000635984,0.253640048,-0.046180099,0.255929333,-0.060018512,0.228440063,-0.060467598,0.254380597,0.037327165,-0.026980869,-0.045501083,-0.115807741,0.011535597,-0.040337314,0.064273422,0.23370255,-0.041656862,-0.326755976,-0.025092659,-0.329904087,-0.026949369,-0.344117864,-0.008586801,-0.256539998,0.039242531,-0.319039989,0.008948866,-0.164128128,0.053819281,0.185124345,0.054148786
Malayopython_reticulatus,-0.061471287,0.060054715,0.016014819,-0.030540345,0.072165443,0.016751749,0.152888516,0.027272521,0.254123276,0.020567078,0.260780194,-0.011148478,0.310325896,-0.099637231,0.301555894,-0.076950669,0.231515588,0.016731442,-0.007171854,-0.071799143,-0.112389618,0.003596884,0.032643987,0.063168898,0.166304007,-0.040699069,-0.337367982,-0.024006666,-0.347948267,-0.024633693,-0.344340079,-0.004581733,-0.262359924,0.03982257,-0.316599855,0.021817566,-0.153135425,0.054804225,0.144466673,0.059409378
Python_molurus,-0.083808257,0.056194118,0.013228385,-0.038141665,0.077216168,0.016484218,0.151620861,0.032179059,0.271740496,0.01789041,0.25544469,-0.030392931,0.276513251,-0.082981297,0.255565852,-0.078222521,0.230408717,0.030888661,0.014863568,-0.06294479,-0.115699584,0.010438148,0.050012997,0.074244034,0.199303725,-0.042933681,-0.340044648,-0.014547143,-0.344318545,-0.029250704,-0.356602824,-0.023525714,-0.246387152,0.039270171,-0.321581019,0.020908833,-0.152018015,0.047969545,0.164541332,0.05647325
Python_regius,-0.055686711,0.061442486,0.00538584,-0.047985541,0.068368852,0.025330055,0.152433424,0.048808556,0.280844262,0.010340514,0.264984351,-0.017110382,0.26749127,-0.092517052,0.251426968,-0.075434424,0.228236612,0.018982986,-0.018301617,-0.068738764,-0.105186943,0.006666807,0.053973563,0.06894233,0.204829431,-0.041088303,-0.344343168,-0.000722009,-0.339023376,-0.036577548,-0.358923755,-0.046096512,-0.256412337,0.041428477,-0.299495484,0.028392876,-0.157808849,0.056495662,0.157207665,0.059439788
Python_sebae,-0.083078116,0.053481663,0.022693144,-0.041089029,0.059968329,0.012978184,0.135885663,0.036591434,0.269780633,0.009804266,0.261285851,-0.01838311,0.293460185,-0.078145321,0.273215899,-0.069449144,0.222530893,0.020497968,0.019794015,-0.083142395,-0.111208537,0.003263271,0.094354159,0.074054598,0.176310277,-0.03530305,-0.36203317,-0.022189643,-0.352115924,-0.03348168,-0.364380387,-0.003961656,-0.235869712,0.038455182,-0.316762338,0.029942867,-0.147767031,0.045967342,0.143936164,0.060108255
Rhineura_floridana,-0.056423179,0.120418117,0.104051441,0.016970849,0.151778891,0.038285291,0.257561818,0.045304272,0.194134774,-0.034930128,0.152357438,-0.046278709,0.145819188,-0.077870144,0.107273238,-0.075004731,0.143958722,0.022590991,-0.09011799,-0.026307696,-0.015502322,0.081920995,0.063852271,0.162814774,0.331736575,-0.072870776,-0.307201204,-0.05435209,-0.338235179,-0.06238222,-0.360201815,-0.058232167,-0.310105356,-0.047392668,-0.335958873,-0.05474975,-0.121259339,0.081121288,0.282480902,0.040944501
Acontias_aurantiacus,-0.05346515,0.084545428,0.022671955,0.011545385,0.093919345,0.047840134,0.251227307,0.014506783,0.225863963,-0.021466467,0.191892738,-0.047831575,0.187125574,-0.084599792,0.155106119,-0.080628007,0.186038328,0.018509103,-0.096714899,-0.024286617,-0.096046509,0.032892138,0.058027941,0.117019094,0.330915489,-0.056209168,-0.289908706,-0.053515498,-0.294399892,-0.055295872,-0.369505053,-0.04982351,-0.289354223,0.001354343,-0.337068017,-0.01808493,-0.112187387,0.077845849,0.235861077,0.085683182
Acontias_cregoi,-0.060030216,0.082002069,0.017275659,-0.002210181,0.106953204,0.03450917,0.245618303,0.017459596,0.226710109,-0.034978211,0.194086181,-0.047238467,0.201497749,-0.07890355,0.162054089,-0.08896317,0.186462439,0.0188568,-0.093031885,-0.019497576,-0.109416719,0.024865018,0.009398584,0.113756595,0.377362989,-0.05906603,-0.296442864,-0.045151492,-0.299055734,-0.047068156,-0.335601342,-0.050935543,-0.287778446,0.008740353,-0.335516096,0.000136811,-0.113966014,0.069105996,0.203420013,0.104579968
Acontias_lineatus,-0.029602186,0.067328796,0.036559124,0.014566169,0.099754967,0.047254844,0.265131788,0.020408509,0.243402471,-0.032918961,0.183415891,-0.02956407,0.17845756,-0.081542887,0.152696301,-0.066763589,0.166955301,0.025260927,-0.064993799,-0.020500647,-0.090632853,0.022058661,0.013477963,0.095950572,0.359349708,-0.073642347,-0.309050917,-0.041521139,-0.310689159,-0.049481793,-0.37319896,-0.03928193,-0.276879776,0.005965867,-0.340267115,-0.020261016,-0.110049396,0.065145623,0.206163084,0.091538412
Acontias_meleagris,-0.04254102,0.09960465,0.046929322,-0.002347291,0.096497501,0.031353737,0.254112968,0.051720365,0.238860768,-0.049778739,0.201986786,-0.046434675,0.206365409,-0.080834492,0.157639104,-0.081239825,0.19076016,0.004347813,-0.095898423,-0.0419966,-0.103920594,0.011405227,0.022212514,0.118057995,0.329563109,-0.050853675,-0.301668543,-0.04527556,-0.301501496,-0.049625527,-0.328649431,-0.052323615,-0.289582352,0.006571328,-0.331999299,0.004011666,-0.13888255,0.08229639,0.189716068,0.091340828
Brachymeles_gracilis,-0.014068529,0.076809236,0.055540002,0.027529675,0.149571897,0.075902375,0.24405821,0.030992223,0.247832022,-0.019622409,0.203523981,-0.042799015,0.192900944,-0.096617907,0.155502254,-0.094132731,0.179185993,0.019517459,-0.090539163,-0.052885802,-0.089072279,0.016400422,0.040998611,0.09744517,0.314871842,-0.053235588,-0.33195469,-0.047024581,-0.333210804,-0.045599181,-0.338632598,-0.046517352,-0.27754961,0.006128728,-0.320753598,0.000521108,-0.124949764,0.058243394,0.136745281,0.088944778
Brachyseps_splendidus,-0.061685551,0.075651938,0.067555619,0.019035823,0.1107484,0.063065991,0.254672624,0.026726761,0.263177357,-0.015293801,0.212592761,-0.040650408,0.200026046,-0.088697228,0.165346983,-0.090807547,0.192693545,0.015601051,-0.077437081,-0.045366098,-0.086404074,0.020424288,0.039766578,0.098074234,0.273052887,-0.045739698,-0.331049789,-0.033409763,-0.326862853,-0.048151764,-0.3473293,-0.043117234,-0.28098578,0.001565837,-0.300454804,0.002050375,-0.143755883,0.05373925,0.176332313,0.075297994
Chalcides_ocellatus,-0.004630743,0.112090616,0.074274604,0.036151779,0.10767984,0.089566027,0.253034687,0.03728795,0.262447297,-0.017013909,0.20834232,-0.051990847,0.201978104,-0.120326082,0.166159837,-0.111472451,0.181019622,-0.040067969,-0.089900126,-0.063953852,-0.087837234,0.020144062,0.042658175,0.124343122,0.277535902,-0.040027162,-0.332465883,-0.040523066,-0.317832467,-0.061907067,-0.343904067,-0.060095869,-0.277052767,0.005833766,-0.31102236,-0.004477138,-0.120626349,0.07803952,0.110141606,0.10839857
Egernia_depressa,0.000935396,0.095837109,0.099886133,0.043499033,0.121918058,0.078086309,0.276183663,0.03049333,0.250652285,-0.007860829,0.183340979,-0.038866403,0.143291805,-0.111873744,0.116717513,-0.095508214,0.180110757,0.019361755,-0.091643735,-0.087899548,-0.068659157,0.019664021,0.120703088,0.110887277,0.275099256,-0.047021742,-0.326527245,-0.057964854,-0.32896292,-0.058434765,-0.348411775,-0.052940836,-0.29815168,-0.015936191,-0.307518464,0.006617026,-0.167510876,0.064037423,0.168546917,0.105823843
Eugongylus_rufescens,9.06E-05,0.083503157,0.078894871,0.038223639,0.132847295,0.083906008,0.256621136,0.017441154,0.249456584,-0.02253568,0.204261364,-0.035589303,0.181140311,-0.097568352,0.15308032,-0.090567333,0.187624792,0.017750672,-0.076331234,-0.059087298,-0.100931564,0.02169166,0.087835974,0.103484536,0.253483554,-0.044758322,-0.319379021,-0.049096061,-0.321583523,-0.048683628,-0.345301108,-0.050603096,-0.297264547,0.002619232,-0.31803392,-0.009850673,-0.171271651,0.060454251,0.164759774,0.079265436
Eulamprus_quoyii,0.002547308,0.080174349,0.076832827,0.032598049,0.140592246,0.075089364,0.24312509,0.036796274,0.264807271,-0.022254139,0.21502394,-0.040887999,0.200867579,-0.108006902,0.179170628,-0.096745322,0.226713496,0.016468856,-0.0884586,-0.072227948,-0.099559227,0.015042539,0.042349269,0.088569261,0.218116114,-0.030481778,-0.335373681,-0.05082738,-0.337077895,-0.046570824,-0.337732198,-0.041609462,-0.287750935,0.01224118,-0.304791732,-0.00144114,-0.144400407,0.067976769,0.124998907,0.086096252
Eumeces_algeriensis,0.00477055,0.071241377,0.082480818,0.012574173,0.123137693,0.082115807,0.240664046,0.035560117,0.249252357,-0.005981195,0.196922397,-0.026294996,0.174087292,-0.097768534,0.150123849,-0.083417509,0.178165456,0.022263078,-0.100915256,-0.066396786,-0.089296104,0.01752332,0.110609994,0.097090951,0.264728562,-0.033112792,-0.334702205,-0.049364561,-0.336970295,-0.049135466,-0.350462057,-0.04968023,-0.286323823,0.001855212,-0.309558788,0.004938029,-0.161051838,0.049280666,0.194337354,0.066709338
Eumeces_schneiderii,0.019410038,0.100787617,0.074596577,0.018326174,0.114880746,0.080728662,0.264900609,0.017615926,0.233416278,-0.014861801,0.198151821,-0.044714019,0.198184415,-0.103748734,0.164446024,-0.097030868,0.173915066,0.029401767,-0.090508645,-0.062603012,-0.089040586,0.031537336,0.080805006,0.108184191,0.252864965,-0.046774025,-0.32365382,-0.065124753,-0.332978307,-0.059239597,-0.348560611,-0.048493762,-0.291350974,0.000789748,-0.315341728,-0.004928606,-0.141103022,0.075625786,0.156966147,0.084521969
Liopholis_whitii,0.02337772,0.089084516,0.063562009,0.035768947,0.124243371,0.084533221,0.218715463,0.059972828,0.255505814,-0.00962115,0.202379502,-0.054487605,0.192965261,-0.125744492,0.177356103,-0.119882955,0.206062703,0.002462911,-0.085773347,-0.073337406,-0.089495428,0.016951008,0.084841298,0.093222295,0.254179147,-0.015478625,-0.328779715,-0.043868428,-0.328630948,-0.051456099,-0.337066796,-0.039353986,-0.276994221,0.011077815,-0.309102721,-0.005989021,-0.188700539,0.057410469,0.141355322,0.088735759
Mabuya_desiradae,0.001537801,0.098233359,0.131065268,0.089802645,0.155879176,0.091956768,0.240838931,0.042847296,0.242796308,-0.034466267,0.179497972,-0.031686297,0.182059155,-0.10921251,0.149595175,-0.119536951,0.146610778,0.000694886,-0.074525342,-0.081487322,-0.091988674,0.018685738,0.060975767,0.113286065,0.253216393,-0.075585471,-0.323383427,-0.06123162,-0.33697742,-0.05742973,-0.354058773,-0.049989084,-0.292766216,-0.010773973,-0.318652334,-0.011876775,-0.116726544,0.07528068,0.165006006,0.112488565
Mochlus_sundevallii,0.036577402,0.089015716,0.078798438,0.054513981,0.134919243,0.074416314,0.234249818,0.041079109,0.253736574,-0.030940304,0.196104674,-0.037934375,0.181241237,-0.09267684,0.147112847,-0.082237457,0.174153237,0.008987951,-0.076483964,-0.06952932,-0.098016595,-0.000554482,0.071602122,0.10079066,0.285597658,-0.055921776,-0.336479523,-0.047347252,-0.336409018,-0.061057052,-0.364975072,-0.049035812,-0.284630019,0.002385431,-0.309234403,0.001103934,-0.131837175,0.066501277,0.143972518,0.088440299
Phoboscincus_bocourti,-0.019345569,0.081684036,0.051742325,0.038979574,0.096063376,0.069541074,0.261238195,0.027139611,0.265461652,-0.020540727,0.220081425,-0.035841391,0.1989423,-0.116281798,0.175404232,-0.10427298,0.213360901,0.023933031,-0.109159058,-0.054239358,-0.087157898,0.009966786,0.071946831,0.103639098,0.249066146,-0.035952187,-0.328712564,-0.045409989,-0.333682152,-0.044865562,-0.36188034,-0.039311507,-0.262813991,-0.000278283,-0.30179167,0.001386177,-0.125656729,0.042420821,0.126892588,0.098303575
Scincus_scincus,0.046601929,0.101123188,0.085177598,0.041924275,0.1227532,0.089521965,0.232414878,0.013766461,0.218875557,-0.032586211,0.184620748,-0.041198634,0.197120574,-0.103520387,0.157279021,-0.107028159,0.157336408,0.019450059,-0.052225648,-0.058956515,-0.040662828,0.046168009,0.087460073,0.134420358,0.259436541,-0.061340709,-0.358286842,-0.055716758,-0.348044695,-0.053221565,-0.366337331,-0.051659515,-0.273008367,-0.012052941,-0.318462341,-0.027644756,-0.146836729,0.054749708,0.154788253,0.103802125
Sphenomorphus_solomonis,-0.01570352,0.086754294,0.068404577,0.0495725,0.111461047,0.085885965,0.243038976,0.022144686,0.24750853,-0.019166436,0.197437303,-0.044806076,0.188947692,-0.107402119,0.157402614,-0.101615903,0.159584233,0.004039599,-0.068404817,-0.059733932,-0.090080284,0.02165902,0.075222424,0.113258374,0.291315125,-0.039576628,-0.324788429,-0.056959636,-0.330757203,-0.053358831,-0.3496183,-0.050598152,-0.2868651,0.002963579,-0.320482692,-0.002970709,-0.124306233,0.067484506,0.170684061,0.082425899
Tiliqua_scincoides,9.28E-05,0.101517885,0.055386228,0.003900452,0.082286896,0.096180623,0.268282811,0.016156635,0.274441608,-0.023855976,0.216591562,-0.051806744,0.208478457,-0.112104964,0.176884331,-0.102474103,0.206943314,0.015202791,-0.051238674,-0.056139793,-0.101839259,0.033565748,0.023660863,0.108873547,0.231118737,-0.053620484,-0.317893869,-0.048881358,-0.321653639,-0.052312217,-0.343455709,-0.048242421,-0.282630994,0.012925171,-0.321682045,-0.011050219,-0.13539939,0.071624651,0.13162595,0.100540775
Trachylepis_maculilabris,0.022635118,0.089192933,0.120583941,0.066065223,0.154254114,0.0797872,0.242658288,0.025756044,0.25322346,-0.042872437,0.189958691,-0.056298224,0.170380325,-0.115093602,0.127932248,-0.113582213,0.19269033,0.01577523,-0.084972756,-0.089442706,-0.077427959,0.022169393,0.036370359,0.135230055,0.255539273,-0.017821291,-0.312953798,-0.058851352,-0.322078859,-0.056447417,-0.346621364,-0.04305054,-0.285618041,0.001982789,-0.318728834,-0.000642745,-0.188566373,0.051315361,0.170741837,0.106828298
Typhlosaurus_braini,-0.079494645,0.068616372,0.022447196,-0.003560706,0.096408308,0.022015945,0.248783742,0.025228334,0.237855834,-0.024119729,0.196026382,-0.030292166,0.159641354,-0.079100575,0.13850514,-0.069845781,0.142024366,0.027728785,-0.09461681,-0.02808764,-0.110249235,0.017317655,0.120375991,0.119117698,0.365755555,-0.044550977,-0.311813573,-0.047105963,-0.287799667,-0.056056246,-0.361766675,-0.0428705,-0.292001904,-0.004161247,-0.33423551,-0.007142862,-0.110799137,0.068453479,0.254953287,0.088416122
Typhlosaurus_vermis,-0.079747877,0.065430562,0.041147474,-0.005476113,0.104471707,0.020034955,0.265389941,0.007159445,0.232621184,-0.028641421,0.194704304,-0.03906469,0.16222339,-0.074075667,0.139226044,-0.058084759,0.17072477,0.017058056,-0.09630672,-0.015686764,-0.102698706,0.017954522,0.019706201,0.114619003,0.380266062,-0.044463692,-0.302448329,-0.041647878,-0.291115147,-0.048419675,-0.367621097,-0.04516934,-0.281303227,0.006860154,-0.322675111,-0.00143578,-0.126785072,0.051588369,0.260220212,0.101460713
