family,genus,species,sample,institution,voucher,type,inTopoConstraint,num_total,avg_length,SRR
Scincidae,Hemiergis,Hemiergis_millewae,SAMAR_51993_He_mill,SAM,SAMAR_51993,newly collected,TRUE,5222,791,SAMN09440187
Scincidae,Concinnia,Concinnia_martini,SAMAR_55630_Eu_mart,SAM,SAMAR_55630,newly collected,TRUE,5302,813,SAMN32602787
Scincidae,Ctenotus,Ctenotus_euclae,SAMAR_61390_Ct_eucl,SAM,SAMAR_61390,newly collected,TRUE,5220,991,SAMN06709815
Elapidae,Austrelaps,Austrelaps_superbus,SAMAR19835,SAM,SAMAR19835,newly collected,TRUE,5014,1002,SAMN32602667
Elapidae,Oxyuranus,Oxyuranus_microlepidotus,SAMAR20583,SAM,SAMAR20583,newly collected,TRUE,4989,947,SAMN32602694
Elapidae,Echiopsis,Echiopsis_curta,SAMAR20837,SAM,SAMAR20837,newly collected,TRUE,5006,1083,SAMN32602676
Scincidae,Bellatorias,Bellatorias_frerei,SAMAR21133,SAM,SAMAR21133,newly collected,TRUE,3340,385,SAMN32602774
Colubridae,Stegonotus,Stegonotus_cucullatus,SAMAR22597,SAM,SAMAR22597,newly collected,TRUE,4919,789,SAMN32602631
Elapidae,Elapognathus,Elapognathus_coronatus,SAMAR22967,SAM,SAMAR22967,newly collected,TRUE,4932,1006,SAMN32602677
Diplodactylidae,Hesperoedura,Hesperoedura_reticulata,SAMAR23034,SAM,SAMAR23034,newly collected,TRUE,4977,735,SAMN32602654
Homalopsidae,Myron,Myron_richardsonii,SAMAR24823,SAM,SAMAR24823,newly collected,TRUE,4891,882,SAMN32602741
Elapidae,Vermicella,Vermicella_intermedia,SAMAR25672,SAM,SAMAR25672,newly collected,TRUE,4980,991,SAMN32602703
Scincidae,Cyclodomorphus,Cyclodomorphus_melanops,SAMAR26399,SAM,SAMAR26399,newly collected,TRUE,2649,345,SAMN32602796
Pythonidae,Liasis,Liasis_fuscus,SAMAR27497,SAM,SAMAR27497,newly collected,TRUE,5178,886,SAMN32602758
Carphodactylidae,Saltuarius,Saltuarius_swaini,SAMAR29205,SAM,SAMAR29205,newly collected,TRUE,5207,818,SAMN15718145
Elapidae,Neelaps,Neelaps_calonotus,SAMAR29765,SAM,SAMAR29765,newly collected,TRUE,5039,830,SAMN32602692
Elapidae,Demansia,Demansia_papuensis,SAMAR29954,SAM,SAMAR29954,newly collected,TRUE,4909,880,SAMN32602674
Elapidae,Notechis,Notechis_scutatus,SAMAR31329,SAM,SAMAR31329,newly collected,TRUE,5013,891,SAMN32602693
Gekkonidae,Christinus,Christinus_marmoratus,SAMAR37219,SAM,SAMAR37219,newly collected,TRUE,5107,858,SAMN32602704
Agamidae,Tympanocryptis,Tympanocryptis_lineata,SAMAR38823,SAM,SAMAR38823,newly collected,TRUE,5102,763,SAMN32602519
Gekkonidae,Gehyra,Gehyra_lazelli,SAMAR38950,SAM,SAMAR38950,newly collected,TRUE,5167,995,SAMN32602710
Elapidae,Cacophis,Cacophis_squamulosus,SAMAR40865,SAM,SAMAR40865,newly collected,TRUE,4978,1059,SAMN32602673
Scincidae,Acritoscincus,Acritoscincus_duperreyi,SAMAR45159,SAM,SAMAR45159,newly collected,TRUE,3809,531,SAMN32602768
Pygopodidae,Aprasia,Aprasia_pseudopulchella,SAMAR46279,SAM,SAMAR46279,newly collected,TRUE,5125,1020,SAMN32602751
Pythonidae,Antaresia,Antaresia_maculosa,SAMAR46757,SAM,SAMAR46757,newly collected,TRUE,1909,473,SAMN32602755
Diplodactylidae,Amalosia,Amalosia_lesueurii,SAMAR50436,SAM,SAMAR50436,newly collected,TRUE,5101,784,SAMN32602650
Scincidae,Carinascincus,Carinascincus_ocellatus,SAMAR51652,SAM,SAMAR51652,newly collected,TRUE,5227,872,SAMN32602778
Scincidae,Oligosoma,Oligosoma_lichenigera,SAMAR52131,SAM,SAMAR52131,newly collected,TRUE,5118,782,SAMN32602834
Elapidae,Brachyurophis,Brachyurophis_australis,SAMAR52492,SAM,SAMAR52492,newly collected,TRUE,4910,817,SAMN32602668
Elapidae,Hoplocephalus,Hoplocephalus_bitorquatus,SAMAR54537,SAM,SAMAR54537,newly collected,TRUE,4979,973,SAMN32602680
Gekkonidae,Dixonius,Dixonius_siamensis,SAMAR54799,SAM,SAMAR54799,newly collected,TRUE,1367,335,SAMN32602706
Gekkonidae,Hemidactylus,Hemidactylus_frenatus,SAMAR55834,SAM,SAMAR55834,newly collected,TRUE,4644,622,SAMN32602720
Gekkonidae,Nactus,Nactus_cheverti,SAMAR55841,SAM,SAMAR55841,newly collected,TRUE,5176,952,SAMN32602726
Elapidae,Simoselaps,Simoselaps_bimaculatus,SAMAR61174,SAM,SAMAR61174,newly collected,TRUE,4954,858,SAMN32602700
Gekkonidae,Gehyra,Gehyra_rohan,SAMAR69881,SAM,SAMAR69881,newly collected,TRUE,1810,430,SAMN32602716
Scincidae,Saproscincus,Saproscincus_lewisi,SEW6684,NA,NA,newly collected,TRUE,5150,829,SAMN15718152
Scincidae,Saproscincus,Saproscincus_tetradactylus,SEW7669,NA,NA,newly collected,TRUE,5173,944,SAMN32602845
Colubridae,Dispholidus,Dispholidus_typus,SMG_5515,FMNH,FMNH_250444,newly collected,TRUE,4497,668,SAMN32602578
Scincidae,Proscelotes,Proscelotes_eggeli,SMG_5774,FMNH,FMNH_250586,newly collected,TRUE,5291,918,SAMN32602841
Scincidae,Leptosiaphos,Leptosiaphos_kilimensis,SMG_5777,FMNH,FMNH_250568,newly collected,TRUE,5211,931,SAMN32602817
Elapidae,Walterinnesia,Walterinnesia_aegyptia,SMNHTAU_R15969,TAU,SMNHTAU_R15969,newly collected,TRUE,5092,870,SAMN09221425
Colubridae,Leptophis,Leptophis_mexicanus,TJC1023,UPRM,UPRM_GenResCol_1610,newly collected,TRUE,5041,1026,SAMN09221214
Colubridae,Drymarchon,Drymarchon_melanurus,TJC1029,UPRM,UPRM_GenResCol_1612,newly collected,TRUE,5069,1011,SAMN09221215
Colubridae,Chironius,Chironius_scurrulus,TJC1166,UPRM,UPRM_GenResCol_1626,newly collected,TRUE,4990,1013,SAMN09221219
Colubridae,Drymobius,Drymobius_margaritiferus,TJC1190,UPRM,UPRM_GenResCol_1707,newly collected,TRUE,5032,977,SAMN09221220
Colubridae,Ninia,Ninia_diademata,TJC1208,UPRM,UPRM_GenResCol_1708,newly collected,TRUE,4944,832,SAMN09221222
Agamidae,Xenagama,Xenagama_zonura,TJC1334,UPRM,UPRM_GenResCol_1718,newly collected,TRUE,5197,1064,SAMN09221223
Colubridae,Dasypeltis,Dasypeltis_abyssina,TJC1354,UPRM,UPRM_GenResCol_1738,newly collected,TRUE,4955,997,SAMN09221224
Agamidae,Acanthocercus,Acanthocercus_guentherpetersi,TJC1385,UPRM,UPRM_GenResCol_1769,newly collected,TRUE,5186,1052,SAMN09221225
Lamprophiidae,Atractaspis,Atractaspis_fallax,TJC1399,UPRM,UPRM_GenResCol_1783,newly collected,TRUE,4917,1024,SAMN09221226
Lacertidae,Latastia,Latastia_doriai,TJC1498,UPRM,UPRM_GenResCol_1882,newly collected,TRUE,5198,1037,SAMN09221227
Colubridae,Opheodrys,Opheodrys_aestivus,TJC160,UPRM,UPRM_GenResCol_634,newly collected,TRUE,4988,925,SAMN09221229
Sphaerodactylidae,Gonatodes,Gonatodes_concinnatus,TJC1636,UPRM,UPRM_GenResCol_1894,newly collected,TRUE,5178,1015,SAMN09221232
Colubridae,Chironius,Chironius_monticola,TJC1654,UPRM,UPRM_GenResCol_1912,newly collected,TRUE,5147,1012,SAMN09221235
Colubridae,Phrynonax,Phrynonax_poecilonotus,TJC285,UPRM,UPRM_GenResCol_758,newly collected,TRUE,5056,1065.876582,SAMN09221236
Lamprophiidae,Lamprophis,Lamprophis_erlangeri,TJC286,UPRM,UPRM_GenResCol_759,newly collected,TRUE,5095,952,SAMN09221237
Viperidae,Bitis,Bitis_arietans,TJC425,UPRM,UPRM_GenResCol_898,newly collected,TRUE,4993,929,SAMN09221239
Elapidae,Naja,Naja_haje,TJC464,UPRM,UPRM_GenResCol_937,newly collected,TRUE,5054,959,SAMN09221240
Cordylidae,Cordylus,Cordylus_rivae,TJC564,UPRM,UPRM_GenResCol_1038,newly collected,FALSE,5228,862,SAMN09221241
Lamprophiidae,Aparallactus,Aparallactus_lunulatus,TJC568,UPRM,UPRM_GenResCol_1042,newly collected,TRUE,4989,1004,SAMN09221242
Colubridae,Tropidodipsas,Tropidodipsas_fasciata,TJC666,UPRM,UPRM_GenResCol_1292,newly collected,TRUE,4963,1134,SAMN09221243
Dactyloidae,Anolis,Anolis_rodriguezii,TJC755,UPRM,UPRM_GenResCol_1381,newly collected,TRUE,5226,817,SAMN09221245
Colubridae,Ficimia,Ficimia_publia,TJC780,UPRM,UPRM_GenResCol_1406,newly collected,TRUE,5081,1142,SAMN09221247
Colubridae,Coniophanes,Coniophanes_schmidti,TJC781,UPRM,UPRM_GenResCol_1407,newly collected,TRUE,5034,997,SAMN09221249
Colubridae,Ninia,Ninia_sebae,TJC827,UPRM,UPRM_GenResCol_1453,newly collected,TRUE,4943,1032,SAMN09221251
Corytophanidae,Laemanctus,Laemanctus_serratus,TJC849,UPRM,UPRM_GenResCol_1475,newly collected,FALSE,5302,1024,SAMN09221252
Colubridae,Coniophanes,Coniophanes_imperialis,TJC933,UPRM,UPRM_GenResCol_1520,newly collected,TRUE,5037,953,SAMN09221253
Colubridae,Mastigodryas,Mastigodryas_melanolomus,TJC971,UPRM,UPRM_GenResCol_1558,newly collected,TRUE,4978,920,SAMN09221254
Colubridae,Imantodes,Imantodes_tenuissimus,TJCA13,UPRM,UPRM_GenResCol_1913,newly collected,TRUE,5086,872,SAMN09221256
Amphisbaenidae,Amphisbaena,Amphisbaena_camura,TMOTT028,MPEG,MPEG21463,newly collected,TRUE,5105,931,SAMN32602525
Amphisbaenidae,Amphisbaena,Amphisbaena_mertensii,TMOTT130,UMFT,UFMT3469,newly collected,TRUE,5130,811,SAMN32602529
Amphisbaenidae,Amphisbaena,Amphisbaena_cuiabana,TMOTT204,CHUNB,CHUNB30708,newly collected,TRUE,5189,766,SAMN32602527
Amphisbaenidae,Amphisbaena,Amphisbaena_brasiliana,TMOTT241,CHUNB,CHUNB30685,newly collected,TRUE,5174,738,SAMN32602524
Helodermatidae,Heloderma,Heloderma_suspectum,UMFS_10133,UMMZ,NA,newly collected,FALSE,5021,626,SAMN15718151
Homalopsidae,Erpeton,Erpeton_tentaculatum,UMFS_10142,UMMZ,NA,newly collected,TRUE,5038,913,SAMN32602740
Colubridae,Pantherophis,Pantherophis_vulpinus,UMFS_10145,UMMZ,NA,newly collected,TRUE,5020,771,SAMN32602613
Shinisauridae,Shinisaurus,Shinisaurus_crocodilurus,UMFS_10293,UMMZ,UMMZ_239357,newly collected,FALSE,4629,438,SAMN15718139
Scincidae,Leiolopisma,Leiolopisma_telfairii,UMFS_10461,UMMZ,UMMZ_227193,newly collected,TRUE,5236,786,SAMN32602816
Elapidae,Calliophis,Calliophis_bivirgatus,UMFS_10680,UMMZ,UMMZ_225054,newly collected,TRUE,5027,965,SAMN15718157
Elapidae,Bungarus,Bungarus_flaviceps,UMFS_10682,UMMZ,UMMZ_225446,newly collected,TRUE,5056,953,SAMN32602672
Boidae,Acrantophis,Acrantophis_dumerili,UMFS_10937,UMMZ,UMMZ_227052,newly collected,TRUE,5109,893,SAMN32602538
Boidae,Calabaria,Calabaria_reinhardtii,UMFS_10995,UMMZ,UMMZ_227803,newly collected,TRUE,4773,676,SAMN15718162
Colubridae,Thamnophis,Thamnophis_saurita,UMFS_10999,UMMZ,UMMZ_236578,newly collected,TRUE,4778,635,SAMN32602638
Pythonidae,Aspidites,Aspidites_melanocephalus,UMFS_11002,UMMZ,UMMZ_225443,newly collected,TRUE,5031,642,SAMN15718154
Boidae,Sanzinia,Sanzinia_madagascariensis,UMFS_11004,UMMZ,UMMZ_225448,newly collected,TRUE,4479,513,SAMN32602545
Varanidae,Varanus,Varanus_dumerilii,UMFS_11219,UMMZ,UMMZ_227708,newly collected,TRUE,5280,861,SAMN32602887
Scincidae,Corucia,Corucia_zebrata,UMFS_11250,UMMZ,UMMZ_227729,newly collected,TRUE,5169,697,SAMN32602788
Pythonidae,Python,Python_curtus,UMFS_11258,UMMZ,UMMZ_227696,newly collected,TRUE,5217,995,SAMN32602763
Colubridae,Storeria,Storeria_dekayi,UMFS_11274,UMMZ,UMMZ_227682,newly collected,TRUE,4888,740,SAMN32602633
Scincidae,Lamprolepis,Lamprolepis_smaragdina,UMFS_11279,UMMZ,UMMZ_227722,newly collected,TRUE,5108,869,SAMN32602814
Pythonidae,Bothrochilus,Bothrochilus_albertisii,UMFS_11336,UMMZ,UMMZ_227651,newly collected,TRUE,5133,840,SAMN32602757
Boidae,Corallus,Corallus_caninus,UMFS_11342,UMMZ,UMMZ_236568,newly collected,TRUE,5187,942,SAMN32602542
Boidae,Epicrates,Epicrates_cenchria,UMFS_11348,UMMZ,UMMZ_240778,newly collected,TRUE,5145,1040,SAMN32602543
Scincidae,Sphenomorphus,Sphenomorphus_muelleri,UMFS_11369,UMMZ,UMMZ_227481,newly collected,TRUE,5265,830,SAMN32602851
Varanidae,Varanus,Varanus_salvadorii,UMFS_11467,UMMZ,UMMZ_238893,newly collected,TRUE,5313,844,SAMN32602893
Colubridae,Pituophis,Pituophis_catenifer,UMFS_11511,UMMZ,UMMZ_236579,newly collected,TRUE,5000,968,SAMN32602621
Acrochordidae,Acrochordus,Acrochordus_granulatus,UMFS_11534,UMMZ,UMMZ_236575,newly collected,FALSE,4744,520,SAMN15718164
Boidae,Eryx,Eryx_miliaris,UMFS_11535,UMMZ,UMMZ_236567,newly collected,TRUE,5254,762,SAMN32602544
Anguidae,Pseudopus,Pseudopus_apodus,UMFS_11782,UMMZ,UMMZ_238946,newly collected,TRUE,5277,909,SAMN15718141
Xenosauridae,Xenosaurus,Xenosaurus_platyceps,UMFS_11796,UMMZ,UMMZ_239361,newly collected,FALSE,5256,1009,SAMN15718140
Lacertidae,Podarcis,Podarcis_erhardii,UMFS_12515,UMMZ,UMMZ_241120,newly collected,TRUE,5045,731,SAMN15718168
Typhlopidae,Anilios,Anilios_grypus,UMFS_20594,UMMZ,UMMZ_242703,newly collected,TRUE,4799,1068,SAMN32602881
Agamidae,Gowidon,Gowidon_longirostris,UMFS_20601,UMMZ,UMMZ_242577,newly collected,TRUE,5217,1014,SAMN32602509
Varanidae,Varanus,Varanus_tristis,UMFS_21069,UMMZ,UMMZ_245167,newly collected,TRUE,5226,876,SAMN32602503
Varanidae,Varanus,Varanus_brevicauda,UMFS_21127,UMMZ,UMMZ_245154,newly collected,TRUE,5237,897,SAMN32602502
Elapidae,Micrurus,Micrurus_obscurus,UMFS_22704,UMMZ,UMMZ_MUSM H-36151_probable,newly collected,TRUE,5030,860,SAMN32602690
Colubridae,Dipsas,Dipsas_indica,UMFS_23001,UMMZ,UMMZ_MUSM H-36144,newly collected,TRUE,5043,810,SAMN32602577
Colubridae,Imantodes,Imantodes_lentiferus,UMFS_23131,UMMZ,UMMZ_MUSM H-36148,newly collected,TRUE,5009,967,SAMN32602596
Varanidae,Varanus,Varanus_indicus,UMFS_51525,UMMZ,UMMZ_222679,newly collected,TRUE,2650,434,SAMN32602891
Boidae,Chilabothrus,Chilabothrus_striatus,UMFS_5610,UMMZ,NA,newly collected,TRUE,647,369,SAMN32602541
Pythonidae,Python,Python_regius,UMFS_5617,UMMZ,NA,newly collected,TRUE,4785,624,SAMN15718163
Colubridae,Contia,Contia_tenuis,UMFS_7743,UMMZ,UMMZ_214408,newly collected,TRUE,5056,1011,SAMN32602570
Boidae,Boa,Boa_constrictor,UMFS_9997,UMMZ,NA,newly collected,TRUE,5092,781,SAMN15718150
Colubridae,Liodytes,Liodytes_alleni,UMMZ_190427,UMMZ,UMMZ_190427,newly collected,TRUE,4887,970,SAMN32602598
Scincidae,Sphenomorphus,Sphenomorphus_indicus,UMMZ_190536,UMMZ,UMMZ_190536,newly collected,TRUE,5241,922,SAMN32602848
Colubridae,Lycodon,Lycodon_rufozonatus,UMMZ_190601,UMMZ,UMMZ_190601,newly collected,TRUE,5048,1020,SAMN32602600
Viperidae,Crotalus,Crotalus_horridus,UMMZ_199959,UMMZ,UMMZ_199959,newly collected,TRUE,5035,898,SAMN32602905
Lamprophiidae,Pseudoxyrhopus,Pseudoxyrhopus_ambreensis,UMMZ_200061,UMMZ,UMMZ_200061,newly collected,TRUE,5061,1117,SAMN15718172
Elapidae,Micruroides,Micruroides_euryxanthus,UMMZ_200295,UMMZ,UMMZ_200295,newly collected,TRUE,4952,1013,SAMN32602685
Colubridae,Arizona,Arizona_elegans,UMMZ_200299,UMMZ,UMMZ_200299,newly collected,TRUE,5060,975,SAMN32602554
Colubridae,Pantherophis,Pantherophis_guttatus,UMMZ_200304,UMMZ,UMMZ_200304,newly collected,TRUE,5056,751,SAMN32602612
Eublepharidae,Coleonyx,Coleonyx_variegatus,UMMZ_200325,UMMZ,UMMZ_200325,newly collected,FALSE,5302,896,SAMN15718144
Cylindrophiidae,Cylindrophis,Cylindrophis_ruffus,UMMZ_201900,UMMZ,UMMZ_201900,newly collected,FALSE,5178,930,SAMN15718160
Pareidae,Aplopeltura,Aplopeltura_boa,UMMZ_201904,UMMZ,UMMZ_201904,newly collected,FALSE,4984,857,SAMN15718167
Colubridae,Boiga,Boiga_dendrophila,UMMZ_201906,UMMZ,UMMZ_201906,newly collected,TRUE,4950,1021,SAMN32602559
Colubridae,Coelognathus,Coelognathus_flavolineatus,UMMZ_201910,UMMZ,UMMZ_201910,newly collected,TRUE,5032,1078,SAMN32602568
Colubridae,Liopeltis,Liopeltis_tricolor,UMMZ_201912,UMMZ,UMMZ_201912,newly collected,TRUE,5020,1119,SAMN32602599
Colubridae,Oligodon,Oligodon_octolineatus,UMMZ_201913,UMMZ,UMMZ_201913,newly collected,TRUE,4935,1010,SAMN32602607
Elapidae,Bungarus,Bungarus_fasciatus,UMMZ_201916,UMMZ,UMMZ_201916,newly collected,TRUE,5054,1147,SAMN32602671
Scincidae,Sphenomorphus,Sphenomorphus_cyanolaemus,UMMZ_202015,UMMZ,UMMZ_202015,newly collected,TRUE,5197,1013,SAMN32602847
Colubridae,Diadophis,Diadophis_punctatus,UMMZ_202038,UMMZ,UMMZ_202038,newly collected,TRUE,5042,922,SAMN32602575
Colubridae,Magliophis,Magliophis_exiguus,UMMZ_205022,UMMZ,UMMZ_205022,newly collected,TRUE,4862,857,SAMN32602603
Colubridae,Farancia,Farancia_abacura,UMMZ_205023,UMMZ,UMMZ_205023,newly collected,TRUE,4949,973,SAMN32602586
Colubridae,Nerodia,Nerodia_sipedon,UMMZ_205025,UMMZ,UMMZ_205025,newly collected,TRUE,4996,1060,SAMN32602606
Colubridae,Thamnophis,Thamnophis_butleri,UMMZ_205026,UMMZ,UMMZ_205026,newly collected,TRUE,4991,1102,SAMN32602637
Colubridae,Storeria,Storeria_occipitomaculata,UMMZ_205803,UMMZ,UMMZ_205803,newly collected,TRUE,4951,871,SAMN32602634
Colubridae,Helicops,Helicops_infrataeniatus,UMMZ_205992,UMMZ,UMMZ_205992,newly collected,TRUE,4943,1080,SAMN32602590
Colubridae,Rhadinaea,Rhadinaea_flavilata,UMMZ_205993,UMMZ,UMMZ_205993,newly collected,TRUE,4950,896,SAMN32602625
Gekkonidae,Gehyra,Gehyra_mutilata,UMMZ_207580,UMMZ,UMMZ_207580,newly collected,TRUE,4509,640,SAMN32602712
Scincidae,Paracontias,Paracontias_hildebrandti,UMMZ_209166,UMMZ,UMMZ_209166,newly collected,TRUE,5235,856,SAMN32602837
Lamprophiidae,Langaha,Langaha_madagascariensis,UMMZ_209371,UMMZ,UMMZ_209371,newly collected,TRUE,5014,1136,SAMN32602744
Typhlopidae,Madatyphlops,Madatyphlops_mucronatus,UMMZ_209715,UMMZ,UMMZ_209715,newly collected,TRUE,4939,1110,SAMN32602885
Colubridae,Scolecophis,Scolecophis_atrocinctus,UMMZ_209968,UMMZ,UMMZ_209968,newly collected,TRUE,4307,635,SAMN32602627
Colubridae,Haldea,Haldea_striatula,UMMZ_209969,UMMZ,UMMZ_209969,newly collected,TRUE,5015,970,SAMN32602588
Colubridae,Carphophis,Carphophis_amoenus,UMMZ_209970,UMMZ,UMMZ_209970,newly collected,TRUE,5031,992,SAMN32602563
Colubridae,Hydrops,Hydrops_triangularis,UMMZ_209971,UMMZ,UMMZ_209971,newly collected,TRUE,4958,866,SAMN32602594
Colubridae,Helicops,Helicops_angulatus,UMMZ_209972,UMMZ,UMMZ_209972,newly collected,TRUE,5019,939,SAMN23818137
Colubridae,Calamaria,Calamaria_septentrionalis,UMMZ_209973,UMMZ,UMMZ_209973,newly collected,TRUE,4879,941,SAMN32602562
Lamprophiidae,Atractaspis,Atractaspis_bibronii,UMMZ_209986,UMMZ,UMMZ_209986,newly collected,TRUE,5000,1098,SAMN32602743
Viperidae,Agkistrodon,Agkistrodon_contortrix,UMMZ_209987,UMMZ,UMMZ_209987,newly collected,TRUE,4991,785,SAMN32602895
Colubridae,Heterodon,Heterodon_platirhinos,UMMZ_210085,UMMZ,UMMZ_210085,newly collected,TRUE,4912,1157,SAMN32602592
Colubridae,Sonora,Sonora_semiannulata,UMMZ_210730,UMMZ,UMMZ_210730,newly collected,TRUE,5026,978,SAMN32602629
Varanidae,Varanus,Varanus_glebopalma,UMMZ_218497,UMMZ,UMMZ_218497,newly collected,TRUE,397,300,SAMN32602889
Varanidae,Varanus,Varanus_spenceri,UMMZ_218499,UMMZ,UMMZ_218499,newly collected,TRUE,5280,721,SAMN32602894
Lamprophiidae,Aparallactus,Aparallactus_capensis,UMMZ_218815,UMMZ,UMMZ_218815,newly collected,TRUE,4963,1085,SAMN32602742
Anguidae,Elgaria,Elgaria_kingii,UMMZ_221220,UMMZ,UMMZ_221220,newly collected,TRUE,5246,823,SAMN32602537
Colubridae,Tantilla,Tantilla_hobartsmithi,UMMZ_225397,UMMZ,UMMZ_225397,newly collected,TRUE,5011,923,SAMN32602635
Colubridae,Gonyosoma,Gonyosoma_frenatum,UMMZ_225401,UMMZ,UMMZ_225401,newly collected,TRUE,5022,750,SAMN32602587
Colubridae,Masticophis,Masticophis_bilineatus,UMMZ_225436,UMMZ,UMMZ_225436,newly collected,TRUE,5059,1009,SAMN32602604
Pythonidae,Simalia,Simalia_boeleni,UMMZ_225444,UMMZ,UMMZ_225444,newly collected,TRUE,5236,893,SAMN32602765
Pythonidae,Simalia,Simalia_tracyae,UMMZ_225575,UMMZ,UMMZ_225575,newly collected,TRUE,5148,844,SAMN32602767
Pythonidae,Malayopython,Malayopython_reticulatus,UMMZ_225576,UMMZ,UMMZ_225576,newly collected,TRUE,4238,469,SAMN32602760
Homalopsidae,Homalopsis,Homalopsis_buccata,UMMZ_227683,UMMZ,UMMZ_227683,newly collected,TRUE,4905,900,SAMN15718173
Pythonidae,Morelia,Morelia_viridis,UMMZ_227701,UMMZ,UMMZ_227701,newly collected,TRUE,5191,981,SAMN32602762
Scincidae,Trachylepis,Trachylepis_quinquetaeniata,UMMZ_227725,UMMZ,UMMZ_227725,newly collected,TRUE,5255,930,SAMN32602854
Pythonidae,Simalia,Simalia_nauta,UMMZ_227831,UMMZ,UMMZ_227831,newly collected,TRUE,5191,955,SAMN32602766
Pythonidae,Morelia,Morelia_spilota,UMMZ_227833,UMMZ,UMMZ_227833,newly collected,TRUE,5235,858,SAMN32602761
Pythonidae,Simalia,Simalia_amethistina,UMMZ_227959,UMMZ,UMMZ_227959,newly collected,TRUE,5137,794,SAMN32602764
Varanidae,Varanus,Varanus_albigularis,UMMZ_227962,UMMZ,UMMZ_227962,newly collected,TRUE,5291,823,SAMN32602886
Tropidophiidae,Trachyboa,Trachyboa_boulengeri,UMMZ_229268,UMMZ,UMMZ_229268,newly collected,FALSE,5151,1052,SAMN15718161
Agamidae,Chlamydosaurus,Chlamydosaurus_kingii,UMMZ_236528,UMMZ,UMMZ_236528,newly collected,TRUE,5212,1000,SAMN32602505
Pythonidae,Aspidites,Aspidites_ramsayi,UMMZ_236558,UMMZ,UMMZ_236558,newly collected,TRUE,5204,829,SAMN32602756
Pythonidae,Liasis,Liasis_papuanus,UMMZ_236569,UMMZ,UMMZ_236569,newly collected,TRUE,5225,909,SAMN32602759
Gerrhosauridae,Zonosaurus,Zonosaurus_laticaudatus,UMMZ_237560,UMMZ,UMMZ_237560,newly collected,FALSE,5275,883,SAMN15718142
Scincidae,Cryptoblepharus,Cryptoblepharus_voeltzkowi,UMMZ_238024,UMMZ,UMMZ_238024,newly collected,TRUE,4496,653,SAMN32602791
Scincidae,Mabuya,Mabuya_sp,UMMZ_238155,UMMZ,UMMZ_238155,newly collected,FALSE,5233,901,SAMN32602828
Elapidae,Naja,Naja_melanoleuca,UMMZ_238951,UMMZ,UMMZ_238951,newly collected,TRUE,5033,1057,SAMN32602691
Boidae,Charina,Charina_bottae,UMMZ_239362,UMMZ,UMMZ_239362,newly collected,TRUE,4545,582,SAMN32602540
Colubridae,Opheodrys,Opheodrys_vernalis,UMMZ_239370,UMMZ,UMMZ_239370,newly collected,TRUE,5091,855,SAMN32602608
Scincidae,Plestiodon,Plestiodon_skiltonianus,UMMZ_239412,UMMZ,UMMZ_239412,newly collected,TRUE,5256,894,SAMN32602838
Colubridae,Coluber,Coluber_constrictor,UMMZ_240711,UMMZ,UMMZ_240711,newly collected,TRUE,5093,921,SAMN32602569
Varanidae,Varanus,Varanus_griseus,UMMZ_240786,UMMZ,UMMZ_240786,newly collected,TRUE,5201,643,SAMN15718147
Scincidae,Sphenomorphus,Sphenomorphus_aignanus,UMMZ_242496,UMMZ,UMMZ_242496,newly collected,TRUE,5138,940,SAMN32602846
Scincidae,Sphenomorphus,Sphenomorphus_jobiensis,UMMZ_242506,UMMZ,UMMZ_242506,newly collected,TRUE,5245,914,SAMN32602849
Scincidae,Sphenomorphus,Sphenomorphus_minutus,UMMZ_242511,UMMZ,UMMZ_242511,newly collected,TRUE,5171,879,SAMN32602850
Scincidae,Eugongylus,Eugongylus_rufescens,UMMZ_242515,UMMZ,UMMZ_242515,newly collected,TRUE,5203,1115,SAMN32602802
Boidae,Candoia,Candoia_paulsoni,UMMZ_242517,UMMZ,UMMZ_242517,newly collected,TRUE,5144,943,SAMN32602539
Colubridae,Boiga,Boiga_irregularis,UMMZ_242520,UMMZ,UMMZ_242520,newly collected,TRUE,4975,1098,SAMN32602560
Colubridae,Dendrelaphis,Dendrelaphis_gastrostictus,UMMZ_242522,UMMZ,UMMZ_242522,newly collected,TRUE,4826,823,SAMN32602572
Colubridae,Dendrelaphis,Dendrelaphis_calligaster,UMMZ_242524,UMMZ,UMMZ_242524,newly collected,TRUE,4986,893,SAMN15718138
Colubridae,Stegonotus,Stegonotus_guentheri,UMMZ_242526,UMMZ,UMMZ_242526,newly collected,TRUE,5029,998,SAMN32602632
Colubridae,Tropidonophis,Tropidonophis_aenigmaticus,UMMZ_242530,UMMZ,UMMZ_242530,newly collected,TRUE,4981,980,SAMN32602639
Elapidae,Aspidomorphus,Aspidomorphus_lineaticollis,UMMZ_242532,UMMZ,UMMZ_242532,newly collected,TRUE,4999,1115,SAMN32602666
Elapidae,Toxicocalamus,Toxicocalamus_sp,UMMZ_242534,UMMZ,UMMZ_242534,newly collected,FALSE,5023,1054,SAMN32602702
Typhlopidae,Indotyphlops,Indotyphlops_madgemintonae,UMMZ_242536,UMMZ,UMMZ_242536,newly collected,FALSE,4906,990,SAMN15718171
Agamidae,Diporiphora,Diporiphora_lalliae,UMMZ_242571_Di_lall,UMMZ,UMMZ_242571l,newly collected,TRUE,5173,1061,SAMN32602507
