family,genus,species,sample,institution,voucher,type,inTopoConstraint,num_total,avg_length,SRR
Agamidae,Draco,Draco_maculatus,kufs320,NA,NA,10.1186/s12862-016-0611-6,TRUE,3921,571,NA
Agamidae,Pseudocalotes,Pseudocalotes_larutensis,lsuhc10285,NA,NA,10.1186/s12862-016-0611-6,TRUE,3857,627,NA
Agamidae,Calotes,Calotes_versicolor,lsuhc10327,NA,NA,10.1186/s12862-016-0611-6,TRUE,4109,609,NA
Agamidae,Acanthosaura,Acanthosaura_armata,lsuhc9351,NA,NA,10.1186/s12862-016-0611-6,TRUE,4144,616,NA
Agamidae,Draco,Draco_blanfordii,lsuhc9427,NA,NA,10.1186/s12862-016-0611-6,TRUE,3853,614,NA
Agamidae,Gonocephalus,Gonocephalus_sophiae,rmb8061,NA,NA,10.1186/s12862-016-0611-6,TRUE,3989,609,NA
Agamidae,Gonocephalus,Gonocephalus_interruptus,rmb9384,NA,NA,10.1186/s12862-016-0611-6,TRUE,4056,611,NA
Phrynosomatidae,Phrynosoma,Phrynosoma_asio,phrynosoma_asio,NA,NA,10.1643/CH-15-248,TRUE,7,528,NA
Phrynosomatidae,Phrynosoma,Phrynosoma_blainvillii,phrynosoma_blainvillii,NA,NA,10.1643/CH-15-248,TRUE,8,520,NA
Phrynosomatidae,Phrynosoma,Phrynosoma_braconnieri,phrynosoma_braconnieri,NA,NA,10.1643/CH-15-248,TRUE,7,530,NA
Phrynosomatidae,Phrynosoma,Phrynosoma_cerroense,phrynosoma_cerroense,NA,NA,10.1643/CH-15-248,TRUE,8,580,NA
